택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
124P10020,전남 해남군,124,50,1,영암 우편집중국,127,139,290,16,중부권 광역우편물류센터,158,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0,0
124P10021,인천 서구,124,47,1,부천 우편집중국,127,139,253,35,중부권 광역우편물류센터,156,0,261,0,의정부 우편집중국,0,0,38,0,경기 양주시,0,0
124P10022,전북 진안군,124,150,2,진주 우편집중국,134,146,202,30,중부권 광역우편물류센터,159,0,271,0,포항 우편집중국,0,0,226,0,경북 경주시,0,0
124P10023,충북 음성군,124,97,1,청주 우편집중국,130,142,100,5,중부권 광역우편물류센터,149,0,199,0,광주 우편집중국,0,0,128,0,전남 구례군,0,0
124P10024,충남 부여군,124,116,1,대전 우편집중국,132,144,53,11,중부권 광역우편물류센터,148,0,199,0,광주 우편집중국,0,0,92,0,전남 곡성군,0,0
124P10025,강원 춘천시,124,108,1,원주 우편집중국,131,143,256,27,중부권 광역우편물류센터,160,0,248,0,동서울 우편집중국,0,0,51,0,경기 하남시,0,0
124P10026,대구 중구,124,30,1,대구 우편집중국,126,138,192,15,중부권 광역우편물류센터,151,0,229,0,수원 우편집중국,0,0,114,0,경기 안성시,0,0
124P10027,경북 구미시,124,76,1,대구 우편집중국,129,141,192,14,중부권 광역우편물류센터,154,0,268,0,고양 우편집중국,0,0,42,0,서울 마포구,0,0
124P10028,경기 광명시,124,60,1,성남 우편집중국,128,140,218,26,중부권 광역우편물류센터,155,0,202,0,진주 우편집중국,0,0,150,0,전북 진안군,0,0
124P10029,부산 영도구,124,70,3,부산 우편집중국,129,141,295,31,중부권 광역우편물류센터,161,0,229,0,수원 우편집중국,0,0,110,0,경기 화성시,0,0
124P10030,대전 대덕구,124,66,2,대전 우편집중국,128,140,53,4,중부권 광역우편물류센터,144,0,192,0,대구 우편집중국,0,0,43,0,대구 서구,0,0
125P10001,서울 광진구,125,30,1,동서울 우편집중국,127,139,248,32,중부권 광역우편물류센터,156,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
125P10002,전남 고흥군,125,58,1,순천 집중과,129,141,233,6,중부권 광역우편물류센터,157,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0,0
125P10003,광주 동구,125,71,1,광주 우편집중국,130,142,199,9,중부권 광역우편물류센터,155,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0,0
125P10004,서울 도봉구,125,64,1,의정부 우편집중국,129,141,261,15,중부권 광역우편물류센터,158,0,253,0,부천 우편집중국,0,0,36,0,서울 양천구,0,0
125P10005,경북 예천군,125,44,1,안동 우편집중국,128,140,216,9,중부권 광역우편물류센터,154,0,253,0,부천 우편집중국,0,0,36,0,인천 계양구,0,0
125P10006,경남 진주시,125,34,1,진주 우편집중국,127,139,202,28,중부권 광역우편물류센터,152,0,53,0,대전 우편집중국,0,0,56,0,세종특별자치시,0,0
125P10007,부산 사하구,125,70,3,부산 우편집중국,130,142,295,32,중부권 광역우편물류센터,162,0,192,0,대구 우편집중국,0,0,54,0,대구 달성군,0,0
125P10008,부산 금정구,125,60,1,부산 우편집중국,129,141,295,31,중부권 광역우편물류센터,161,0,261,0,의정부 우편집중국,0,0,64,0,서울 노원구,0,0
125P10009,충북 단양군,125,98,5,원주 우편집중국,132,144,256,29,중부권 광역우편물류센터,161,0,202,0,진주 우편집중국,0,0,124,0,경남 거창군,0,0
125P10010,광주 광산구,125,202,1,광주 우편집중국,138,150,199,16,중부권 광역우편물류센터,163,0,256,0,원주 우편집중국,0,0,227,0,강원 태백시,0,0
125P10011,서울 중랑구,125,48,1,의정부 우편집중국,128,140,261,15,중부권 광역우편물류센터,157,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0,0
125P10012,경남 창원시 마산합포구,125,30,1,창원 우편집중국,127,139,251,12,중부권 광역우편물류센터,156,0,295,0,부산 우편집중국,0,0,39,0,경남 김해시,0,0
125P10013,경기 화성시,125,110,1,수원 우편집중국,132,144,229,18,중부권 광역우편물류센터,159,0,192,0,대구 우편집중국,0,0,54,0,대구 달성군,0,0
125P10014,경기 성남시 분당구,125,39,1,성남 우편집중국,128,140,218,26,중부권 광역우편물류센터,155,0,100,0,청주 우편집중국,0,0,65,0,충북 청주시 상당구,0,0
125P10015,광주 서구,125,150,2,광주 우편집중국,135,147,199,12,중부권 광역우편물류센터,160,0,233,0,순천 집중과,0,0,36,0,전남 순천시,0,0
125P10016,세종특별자치시,125,56,1,대전 우편집중국,129,141,53,8,중부권 광역우편물류센터,145,0,368,0,강릉 우편집중국,0,0,97,0,강원 속초시,0,0
125P10017,경기 가평군,125,213,3,동서울 우편집중국,139,151,248,27,중부권 광역우편물류센터,168,0,256,0,원주 우편집중국,0,0,62,0,강원 영월군,0,0
125P10018,충남 예산군,125,113,2,천안 우편집중국,133,145,133,11,중부권 광역우편물류센터,154,0,192,0,대구 우편집중국,0,0,50,0,대구 동구,0,0
125P10019,경북 성주군,125,88,1,대구 우편집중국,131,143,192,16,중부권 광역우편물류센터,156,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0,0
125P10020,부산 남구,125,35,1,부산 우편집중국,127,139,295,28,중부권 광역우편물류센터,159,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
125P10021,충북 단양군,125,98,5,원주 우편집중국,132,144,256,29,중부권 광역우편물류센터,161,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
125P10022,경북 상주시,125,97,1,안동 우편집중국,131,143,216,6,중부권 광역우편물류센터,157,0,216,0,안동 우편집중국,0,0,30,0,경북 안동시,0,0
125P10023,경기 안산시 상록구,125,71,2,부천 우편집중국,130,142,253,36,중부권 광역우편물류센터,159,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0,0
125P10024,부산 수영구,125,60,2,부산 우편집중국,129,141,295,31,중부권 광역우편물류센터,161,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0,0
125P10025,전북 완주군,125,189,1,진주 우편집중국,138,150,202,27,중부권 광역우편물류센터,163,0,202,0,진주 우편집중국,0,0,234,0,전북 고창군,0,0
125P10026,대전 동구,125,57,3,대전 우편집중국,129,141,53,8,중부권 광역우편물류센터,145,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0,0
126P10001,강원 평창군,126,84,1,원주 우편집중국,132,144,256,29,중부권 광역우편물류센터,161,0,248,0,동서울 우편집중국,0,0,84,0,서울 종로구,0,0
126P10002,강원 양양군,126,68,1,강릉 우편집중국,131,143,368,12,중부권 광역우편물류센터,168,0,256,0,원주 우편집중국,0,0,30,0,강원 원주시,0,0
126P10003,인천 중구,126,66,1,부천 우편집중국,130,142,253,36,중부권 광역우편물류센터,159,0,192,0,대구 우편집중국,0,0,43,0,대구 남구,0,0
126P10004,서울 도봉구,126,64,2,의정부 우편집중국,130,142,261,17,중부권 광역우편물류센터,159,0,133,0,천안 우편집중국,0,0,109,0,충남 당진시,0,0
126P10005,전북 장수군,126,133,1,진주 우편집중국,135,147,202,30,중부권 광역우편물류센터,160,0,318,0,울산 우편집중국,0,0,35,0,울산 울주군,0,0
126P10006,경기 수원시 장안구,126,77,1,수원 우편집중국,131,143,229,18,중부권 광역우편물류센터,158,0,53,0,대전 우편집중국,0,0,102,0,충남 청양군,0,0
126P10007,전북 김제시,126,284,6,진주 우편집중국,145,157,202,28,중부권 광역우편물류센터,170,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 만안구,0,0
126P10008,서울 강남구,126,82,1,동서울 우편집중국,131,143,248,29,중부권 광역우편물류센터,160,0,233,0,순천 집중과,0,0,36,0,전남 순천시,0,0
126P10009,경기 파주시,126,48,1,고양 우편집중국,129,141,268,9,중부권 광역우편물류센터,159,0,253,0,부천 우편집중국,0,0,47,0,인천 서구,0,0
126P10010,경남 합천군,126,149,2,진주 우편집중국,136,148,202,29,중부권 광역우편물류센터,161,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산회원구,0,0
126P10011,충북 보은군,126,87,1,청주 우편집중국,132,144,100,5,중부권 광역우편물류센터,151,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
126P10012,서울 성동구,126,84,1,동서울 우편집중국,132,144,248,30,중부권 광역우편물류센터,161,0,271,0,포항 우편집중국,0,0,226,0,경북 경주시,0,0
126P10013,부산 금정구,126,60,2,부산 우편집중국,130,142,295,32,중부권 광역우편물류센터,162,0,229,0,수원 우편집중국,0,0,105,0,경기 평택시,0,0
126P10014,충남 예산군,126,113,3,천안 우편집중국,134,146,133,11,중부권 광역우편물류센터,155,0,248,0,동서울 우편집중국,0,0,30,0,서울 광진구,0,0
127P10001,전북 정읍시,127,244,3,진주 우편집중국,143,155,202,30,중부권 광역우편물류센터,168,0,133,0,천안 우편집중국,0,0,128,0,충남 서산시,0,0
127P10002,강원 영월군,127,62,1,원주 우편집중국,131,143,256,27,중부권 광역우편물류센터,160,0,253,0,부천 우편집중국,0,0,68,0,경기 안산시 단원구,0,0
127P10003,경남 하동군,127,73,1,진주 우편집중국,132,144,202,29,중부권 광역우편물류센터,157,0,253,0,부천 우편집중국,0,0,70,0,인천 연수구,0,0
127P10004,경기 부천시,127,36,1,부천 우편집중국,129,141,253,34,중부권 광역우편물류센터,158,0,100,0,청주 우편집중국,0,0,65,0,충북 청주시 상당구,0,0
127P10005,강원 정선군,127,124,2,원주 우편집중국,135,147,256,26,중부권 광역우편물류센터,164,0,256,0,원주 우편집중국,0,0,62,0,충북 제천시,0,0
127P10006,전남 완도군,127,50,1,영암 우편집중국,130,142,290,14,중부권 광역우편물류센터,161,0,368,0,강릉 우편집중국,0,0,30,0,강원 강릉시,0,0
127P10007,충북 옥천군,127,135,3,천안 우편집중국,136,148,133,14,중부권 광역우편물류센터,157,0,199,0,광주 우편집중국,0,0,82,0,전남 영광군,0,0
127P10008,강원 정선군,127,124,2,원주 우편집중국,135,147,256,26,중부권 광역우편물류센터,164,0,100,0,청주 우편집중국,0,0,71,0,충북 진천군,0,0
127P10009,강원 삼척시,127,82,1,강릉 우편집중국,132,144,368,13,중부권 광역우편물류센터,169,0,202,0,진주 우편집중국,0,0,82,0,경남 산청군,0,0
127P10010,경북 성주군,127,88,2,대구 우편집중국,133,145,192,20,중부권 광역우편물류센터,158,0,295,0,부산 우편집중국,0,0,70,0,부산 사상구,0,0
127P10011,대구 서구,127,43,1,대구 우편집중국,130,142,192,13,중부권 광역우편물류센터,155,0,318,0,울산 우편집중국,0,0,94,0,경남 양산시,0,0
127P10012,충남 보령시,127,190,4,대전 우편집중국,140,152,53,7,중부권 광역우편물류센터,156,0,100,0,청주 우편집중국,0,0,87,0,충북 보은군,0,0
127P10013,전남 함평군,127,108,1,광주 우편집중국,134,146,199,10,중부권 광역우편물류센터,159,0,100,0,청주 우편집중국,0,0,30,0,충북 청주시 서원구,0,0
127P10014,충남 태안군,127,128,1,천안 우편집중국,136,148,133,14,중부권 광역우편물류센터,157,0,53,0,대전 우편집중국,0,0,77,0,충남 논산시,0,0
127P10015,경남 통영시,127,136,2,창원 우편집중국,136,148,251,21,중부권 광역우편물류센터,165,0,199,0,광주 우편집중국,0,0,140,0,전남 나주시,0,0
127P10016,경기 과천시,127,48,1,성남 우편집중국,130,142,218,25,중부권 광역우편물류센터,157,0,261,0,의정부 우편집중국,0,0,53,0,경기 구리시,0,0
127P10017,경남 의령군,127,53,1,진주 우편집중국,131,143,202,27,중부권 광역우편물류센터,156,0,218,0,성남 우편집중국,0,0,58,0,경기 용인시 기흥구,0,0
127P10018,경남 양산시,127,94,1,울산 우편집중국,133,145,318,17,중부권 광역우편물류센터,166,0,216,0,안동 우편집중국,0,0,30,0,경북 안동시,0,0
127P10019,대전 서구,127,46,1,대전 우편집중국,130,142,53,7,중부권 광역우편물류센터,146,0,268,0,고양 우편집중국,0,0,30,0,경기 고양시 덕양구,0,0
127P10020,강원 태백시,127,227,1,원주 우편집중국,142,154,256,24,중부권 광역우편물류센터,171,0,248,0,동서울 우편집중국,0,0,84,0,서울 중구,0,0
127P10021,충남 천안시 동남구,127,30,1,천안 우편집중국,129,141,133,9,중부권 광역우편물류센터,150,0,192,0,대구 우편집중국,0,0,54,0,경북 경산시,0,0
127P10022,전북 정읍시,127,244,3,진주 우편집중국,143,155,202,30,중부권 광역우편물류센터,168,0,218,0,성남 우편집중국,0,0,56,0,서울 관악구,0,0
127P10023,서울 금천구,127,56,1,성남 우편집중국,131,143,218,25,중부권 광역우편물류센터,158,0,253,0,부천 우편집중국,0,0,70,0,인천 연수구,0,0
127P10024,강원 인제군,127,150,1,원주 우편집중국,137,149,256,26,중부권 광역우편물류센터,166,0,133,0,천안 우편집중국,0,0,109,0,충남 당진시,0,0
127P10025,경북 칠곡군,127,55,1,대구 우편집중국,131,143,192,16,중부권 광역우편물류센터,156,0,202,0,진주 우편집중국,0,0,169,0,전북 순창군,0,0
127P10026,경기 용인시 처인구,127,64,2,성남 우편집중국,131,143,218,25,중부권 광역우편물류센터,158,0,199,0,광주 우편집중국,0,0,39,0,전남 장성군,0,0
127P10027,경북 청도군,127,79,1,대구 우편집중국,132,144,192,18,중부권 광역우편물류센터,157,0,202,0,진주 우편집중국,0,0,73,0,경남 남해군,0,0
127P10028,대구 북구,127,30,1,대구 우편집중국,129,141,192,14,중부권 광역우편물류센터,154,0,53,0,대전 우편집중국,0,0,57,0,대전 중구,0,0
127P10029,서울 중랑구,127,48,2,의정부 우편집중국,130,142,261,17,중부권 광역우편물류센터,159,0,218,0,성남 우편집중국,0,0,72,0,경기 광주시,0,0
127P10030,대전 동구,127,57,2,대전 우편집중국,131,143,53,8,중부권 광역우편물류센터,147,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0,0
127P10031,서울 도봉구,127,64,3,의정부 우편집중국,131,143,261,18,중부권 광역우편물류센터,160,0,218,0,성남 우편집중국,0,0,51,0,서울 동작구,0,0
128P10001,서울 송파구,128,58,1,동서울 우편집중국,132,144,248,30,중부권 광역우편물류센터,161,0,251,0,창원 우편집중국,0,0,49,0,경남 함안군,0,0
128P10002,서울 구로구,128,88,2,성남 우편집중국,134,146,218,23,중부권 광역우편물류센터,161,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0,0
128P10003,충북 진천군,128,71,1,청주 우편집중국,133,145,100,6,중부권 광역우편물류센터,152,0,192,0,대구 우편집중국,0,0,50,0,대구 수성구,0,0
128P10004,충남 당진시,128,109,2,천안 우편집중국,135,147,133,12,중부권 광역우편물류센터,156,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
128P10005,경기 안양시 동안구,128,56,1,성남 우편집중국,132,144,218,23,중부권 광역우편물류센터,159,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0,0
128P10006,강원 양구군,128,108,1,원주 우편집중국,135,147,256,26,중부권 광역우편물류센터,164,0,192,0,대구 우편집중국,0,0,30,0,대구 북구,0,0
128P10007,경기 남양주시,128,40,1,동서울 우편집중국,131,143,248,29,중부권 광역우편물류센터,160,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
128P10008,전북 임실군,128,180,1,진주 우편집중국,140,152,202,28,중부권 광역우편물류센터,165,0,216,0,안동 우편집중국,0,0,119,0,경북 문경시,0,0
128P10009,전남 나주시,128,140,1,광주 우편집중국,137,149,199,14,중부권 광역우편물류센터,162,0,256,0,원주 우편집중국,0,0,108,0,강원 화천군,0,0
128P10010,강원 태백시,128,227,2,원주 우편집중국,143,155,256,24,중부권 광역우편물류센터,172,0,253,0,부천 우편집중국,0,0,61,0,인천 미추홀구,0,0
128P10011,부산 해운대구,128,152,1,부산 우편집중국,138,150,295,33,중부권 광역우편물류센터,170,0,53,0,대전 우편집중국,0,0,77,0,충남 논산시,0,0
128P10012,충남 부여군,128,116,2,대전 우편집중국,136,148,53,4,중부권 광역우편물류센터,152,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0,0
128P10013,전북 부안군,128,270,3,진주 우편집중국,146,158,202,28,중부권 광역우편물류센터,171,0,368,0,강릉 우편집중국,0,0,30,0,강원 강릉시,0,0
128P10014,부산 강서구,128,34,1,부산 우편집중국,130,142,295,32,중부권 광역우편물류센터,162,0,368,0,강릉 우편집중국,0,0,97,0,강원 속초시,0,0
128P10015,서울 강동구,128,54,1,동서울 우편집중국,132,144,248,30,중부권 광역우편물류센터,161,0,218,0,성남 우편집중국,0,0,56,0,서울 관악구,0,0
128P10016,충남 논산시,128,77,1,대전 우편집중국,133,145,53,8,중부권 광역우편물류센터,149,0,256,0,원주 우편집중국,0,0,30,0,강원 원주시,0,0
128P10017,서울 서대문구,128,42,1,고양 우편집중국,131,143,268,9,중부권 광역우편물류센터,161,0,295,0,부산 우편집중국,0,0,70,0,부산 서구,0,0
128P10018,경남 창원시 마산합포구,128,30,1,창원 우편집중국,130,142,251,14,중부권 광역우편물류센터,159,0,133,0,천안 우편집중국,0,0,109,0,충남 당진시,0,0
128P10019,대구 달서구,128,48,1,대구 우편집중국,131,143,192,16,중부권 광역우편물류센터,156,0,261,0,의정부 우편집중국,0,0,55,0,강원 철원군,0,0
128P10020,대전 대덕구,128,66,1,대전 우편집중국,132,144,53,11,중부권 광역우편물류센터,148,0,202,0,진주 우편집중국,0,0,284,0,전북 김제시,0,0
128P10021,충북 보은군,128,87,2,청주 우편집중국,134,146,100,6,중부권 광역우편물류센터,153,0,53,0,대전 우편집중국,0,0,46,0,대전 유성구,0,0
128P10022,경기 수원시 팔달구,128,69,1,수원 우편집중국,133,145,229,20,중부권 광역우편물류센터,160,0,233,0,순천 집중과,0,0,30,0,전남 여수시,0,0
128P10023,부산 영도구,128,70,2,부산 우편집중국,133,145,295,32,중부권 광역우편물류센터,165,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산회원구,0,0
128P10024,충남 보령시,128,190,5,대전 우편집중국,141,153,53,8,중부권 광역우편물류센터,157,0,253,0,부천 우편집중국,0,0,47,0,인천 서구,0,0
128P10025,서울 금천구,128,56,2,성남 우편집중국,132,144,218,23,중부권 광역우편물류센터,159,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0,0
128P10026,충남 금산군,128,154,2,천안 우편집중국,138,150,133,15,중부권 광역우편물류센터,159,0,100,0,청주 우편집중국,0,0,30,0,충북 청주시 청원구,0,0
128P10027,강원 양양군,128,68,2,강릉 우편집중국,133,145,368,12,중부권 광역우편물류센터,170,0,251,0,창원 우편집중국,0,0,136,0,경남 거제시,0,0
128P10028,경북 칠곡군,128,55,2,대구 우편집중국,132,144,192,18,중부권 광역우편물류센터,157,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
128P10029,인천 옹진군,128,66,1,부천 우편집중국,132,144,253,31,중부권 광역우편물류센터,161,0,318,0,울산 우편집중국,0,0,30,0,울산 북구,0,0
128P10030,충남 아산시,128,45,1,천안 우편집중국,131,143,133,11,중부권 광역우편물류센터,152,0,229,0,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0,0
129P10001,경남 창원시 성산구,129,75,1,창원 우편집중국,134,146,251,20,중부권 광역우편물류센터,163,0,133,0,천안 우편집중국,0,0,30,0,충남 천안시 서북구,0,0
129P10002,경기 동두천시,129,45,1,의정부 우편집중국,132,144,261,18,중부권 광역우편물류센터,161,0,290,0,영암 우편집중국,0,0,50,0,전남 영암군,0,0
129P10003,경남 진주시,129,34,1,진주 우편집중국,131,143,202,27,중부권 광역우편물류센터,156,0,290,0,영암 우편집중국,0,0,45,0,전남 신안군,0,0
129P10004,전남 나주시,129,140,2,광주 우편집중국,138,150,199,16,중부권 광역우편물류센터,163,0,248,0,동서울 우편집중국,0,0,79,0,서울 서초구,0,0
129P10005,충북 보은군,129,87,3,청주 우편집중국,135,147,100,7,중부권 광역우편물류센터,154,0,318,0,울산 우편집중국,0,0,35,0,울산 울주군,0,0
129P10006,서울 송파구,129,58,2,동서울 우편집중국,133,145,248,29,중부권 광역우편물류센터,162,0,251,0,창원 우편집중국,0,0,136,0,경남 통영시,0,0
129P10007,전남 무안군,129,63,1,영암 우편집중국,133,145,290,13,중부권 광역우편물류센터,164,0,218,0,성남 우편집중국,0,0,72,0,경기 광주시,0,0
129P10008,경북 김천시,129,106,2,대구 우편집중국,136,148,192,21,중부권 광역우편물류센터,161,0,318,0,울산 우편집중국,0,0,30,0,울산 동구,0,0
129P10009,서울 광진구,129,30,1,동서울 우편집중국,131,143,248,29,중부권 광역우편물류센터,160,0,233,0,순천 집중과,0,0,84,0,전남 보성군,0,0
129P10010,충남 계룡시,129,30,1,대전 우편집중국,131,143,53,8,중부권 광역우편물류센터,147,0,268,0,고양 우편집중국,0,0,30,0,경기 고양시 일산서구,0,0
129P10011,인천 서구,129,47,2,부천 우편집중국,132,144,253,31,중부권 광역우편물류센터,161,0,295,0,부산 우편집중국,0,0,70,0,부산 영도구,0,0
129P10012,울산 울주군,129,35,1,울산 우편집중국,131,143,318,14,중부권 광역우편물류센터,164,0,261,0,의정부 우편집중국,0,0,64,0,서울 도봉구,0,0
129P10013,충북 청주시 흥덕구,129,44,1,청주 우편집중국,132,144,100,5,중부권 광역우편물류센터,151,0,248,0,동서울 우편집중국,0,0,84,0,서울 동대문구,0,0
129P10014,충남 서천군,129,156,3,대전 우편집중국,139,151,53,7,중부권 광역우편물류센터,155,0,216,0,안동 우편집중국,0,0,119,0,경북 문경시,0,0
129P10015,부산 금정구,129,60,2,부산 우편집중국,133,145,295,32,중부권 광역우편물류센터,165,0,133,0,천안 우편집중국,0,0,113,0,충남 예산군,0,0
129P10016,경북 군위군,129,84,1,대구 우편집중국,135,147,192,21,중부권 광역우편물류센터,160,0,295,0,부산 우편집중국,0,0,70,0,부산 서구,0,0
129P10017,충북 영동군,129,164,1,천안 우편집중국,140,152,133,13,중부권 광역우편물류센터,161,0,295,0,부산 우편집중국,0,0,70,0,부산 중구,0,0
129P10018,인천 서구,129,47,2,부천 우편집중국,132,144,253,31,중부권 광역우편물류센터,161,0,53,0,대전 우편집중국,0,0,56,0,세종특별자치시,0,0
129P10019,경기 의정부시,129,68,1,의정부 우편집중국,134,146,261,18,중부권 광역우편물류센터,163,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
130P10001,경북 영주시,130,57,1,안동 우편집중국,134,146,216,9,중부권 광역우편물류센터,160,0,199,0,광주 우편집중국,0,0,71,0,전남 화순군,0,0
130P10002,경북 봉화군,130,57,1,안동 우편집중국,134,146,216,9,중부권 광역우편물류센터,160,0,248,0,동서울 우편집중국,0,0,40,0,경기 남양주시,0,0
130P10003,충북 음성군,130,97,1,청주 우편집중국,136,148,100,8,중부권 광역우편물류센터,155,0,253,0,부천 우편집중국,0,0,66,0,인천 중구,0,0
130P10004,울산 동구,130,30,1,울산 우편집중국,132,144,318,16,중부권 광역우편물류센터,165,0,202,0,진주 우편집중국,0,0,306,0,전북 군산시,0,0
130P10005,서울 동작구,130,51,1,성남 우편집중국,133,145,218,23,중부권 광역우편물류센터,160,0,368,0,강릉 우편집중국,0,0,72,0,강원 동해시,0,0
130P10006,부산 서구,130,70,1,부산 우편집중국,135,147,295,33,중부권 광역우편물류센터,167,0,216,0,안동 우편집중국,0,0,44,0,경북 예천군,0,0
130P10007,경북 영양군,130,90,1,안동 우편집중국,136,148,216,9,중부권 광역우편물류센터,162,0,192,0,대구 우편집중국,0,0,84,0,경북 군위군,0,0
130P10008,경남 창원시 마산합포구,130,30,1,창원 우편집중국,132,144,251,17,중부권 광역우편물류센터,161,0,256,0,원주 우편집중국,0,0,124,0,강원 정선군,0,0
130P10009,충북 청주시 청원구,130,30,1,청주 우편집중국,132,144,100,5,중부권 광역우편물류센터,151,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
130P10010,대구 북구,130,30,1,대구 우편집중국,132,144,192,18,중부권 광역우편물류센터,157,0,248,0,동서울 우편집중국,0,0,84,0,서울 종로구,0,0
130P10011,인천 동구,130,74,1,부천 우편집중국,135,147,253,28,중부권 광역우편물류센터,164,0,253,0,부천 우편집중국,0,0,61,0,인천 남동구,0,0
130P10012,경기 수원시 영통구,130,30,1,수원 우편집중국,132,144,229,18,중부권 광역우편물류센터,159,0,218,0,성남 우편집중국,0,0,64,0,경기 용인시 처인구,0,0
130P10013,전남 구례군,130,128,1,광주 우편집중국,139,151,199,17,중부권 광역우편물류센터,164,0,216,0,안동 우편집중국,0,0,90,0,경북 청송군,0,0
130P10014,경남 김해시,130,39,2,부산 우편집중국,133,145,295,32,중부권 광역우편물류센터,165,0,256,0,원주 우편집중국,0,0,108,0,강원 화천군,0,0
130P10015,부산 영도구,130,70,2,부산 우편집중국,135,147,295,33,중부권 광역우편물류센터,167,0,192,0,대구 우편집중국,0,0,79,0,경북 청도군,0,0
130P10016,전남 화순군,130,71,1,광주 우편집중국,135,147,199,12,중부권 광역우편물류센터,160,0,295,0,부산 우편집중국,0,0,70,0,부산 사상구,0,0
130P10017,경남 창녕군,130,75,1,창원 우편집중국,135,147,251,22,중부권 광역우편물류센터,164,0,133,0,천안 우편집중국,0,0,128,0,충남 태안군,0,0
130P10018,경기 하남시,130,51,1,동서울 우편집중국,133,145,248,29,중부권 광역우편물류센터,162,0,271,0,포항 우편집중국,0,0,30,0,경북 영덕군,0,0
130P10019,경기 고양시 덕양구,130,30,1,고양 우편집중국,132,144,268,10,중부권 광역우편물류센터,162,0,290,0,영암 우편집중국,0,0,30,0,전남 진도군,0,0
130P10020,충북 제천시,130,62,1,원주 우편집중국,134,146,256,26,중부권 광역우편물류센터,163,0,133,0,천안 우편집중국,0,0,30,0,충남 천안시 서북구,0,0
130P10021,경남 산청군,130,82,1,진주 우편집중국,135,147,202,30,중부권 광역우편물류센터,160,0,368,0,강릉 우편집중국,0,0,30,0,강원 강릉시,0,0
130P10022,경기 고양시 일산서구,130,30,1,고양 우편집중국,132,144,268,10,중부권 광역우편물류센터,162,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0,0
130P10023,충남 계룡시,130,30,2,대전 우편집중국,132,144,53,11,중부권 광역우편물류센터,148,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
130P10024,경기 안성시,130,114,2,수원 우편집중국,138,150,229,14,중부권 광역우편물류센터,165,0,216,0,안동 우편집중국,0,0,44,0,경북 예천군,0,0
130P10025,부산 강서구,130,34,1,부산 우편집중국,132,144,295,28,중부권 광역우편물류센터,164,0,251,0,창원 우편집중국,0,0,35,0,경남 창원시 의창구,0,0
130P10026,경북 경산시,130,54,1,대구 우편집중국,134,146,192,22,중부권 광역우편물류센터,159,0,199,0,광주 우편집중국,0,0,39,0,전남 장성군,0,0
130P10027,강원 강릉시,130,30,1,강릉 우편집중국,132,144,368,13,중부권 광역우편물류센터,169,0,253,0,부천 우편집중국,0,0,36,0,서울 강서구,0,0
130P10028,충남 예산군,130,113,4,천안 우편집중국,138,150,133,15,중부권 광역우편물류센터,159,0,295,0,부산 우편집중국,0,0,70,0,부산 부산진구,0,0
130P10029,부산 기장군,130,65,1,울산 우편집중국,134,146,318,18,중부권 광역우편물류센터,167,0,216,0,안동 우편집중국,0,0,30,0,경북 안동시,0,0
130P10030,경남 김해시,130,39,2,부산 우편집중국,133,145,295,32,중부권 광역우편물류센터,165,0,53,0,대전 우편집중국,0,0,77,0,충남 논산시,0,0
130P10031,전북 무주군,130,175,1,천안 우편집중국,142,154,133,13,중부권 광역우편물류센터,163,0,256,0,원주 우편집중국,0,0,108,0,강원 양구군,0,0
