택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
070P10013,강원 홍천군,70,원주 우편집중국,0,0,6,7,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,88,0,0,울산 남구,0,30.0,0
070P10014,부산 부산진구,70,부산 우편집중국,0,0,7,9,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,89,0,0,강원 양구군,0,108.20000000000002,0
070P10015,부산 사상구,70,부산 우편집중국,0,0,7,10,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,89,0,0,충남 당진시,0,109.4,0
070P10016,전남 구례군,70,광주 우편집중국,0,0,9,8,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,91,0,0,대전 중구,0,56.9,0
070P10017,부산 해운대구,70,부산 우편집중국,0,0,12,8,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,94,0,0,강원 화천군,0,108.20000000000002,0
070P10018,강원 영월군,70,원주 우편집중국,0,0,3,6,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,85,0,0,부산 서구,0,69.7,0
070P10019,충북 영동군,70,천안 우편집중국,0,0,12,9,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,94,0,0,충남 청양군,0,102.0,0
070P10020,충남 계룡시,70,대전 우편집중국,0,0,2,9,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,84,0,0,경남 함양군,0,101.5,0
070P10021,경기 안산시 상록구,70,부천 우편집중국,0,0,9,11,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,91,0,0,경기 성남시 수정구,0,43.0,0
070P10022,경기 구리시,70,의정부 우편집중국,0,0,5,13,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,87,0,0,경기 가평군,0,212.8,0
070P10023,강원 평창군,70,원주 우편집중국,0,0,6,16,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,88,0,0,경남 밀양시,0,74.30000000000001,0
070P10024,경기 용인시 처인구,70,성남 우편집중국,0,0,7,11,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,89,0,0,부산 해운대구,0,151.6,0
070P10025,울산 남구,70,울산 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,84,0,0,대전 서구,0,46.5,0
070P10026,대구 중구,70,대구 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,84,0,0,경북 포항시 남구,0,30.0,0
070P10027,대구 동구,70,대구 우편집중국,0,0,5,12,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,87,0,0,경남 창원시 진해구,0,80.0,0
070P10028,경기 고양시 일산서구,70,고양 우편집중국,0,0,2,13,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,84,0,0,충남 아산시,0,45.2,0
070P10029,강원 홍천군,70,원주 우편집중국,0,0,6,7,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,88,0,0,서울 금천구,0,56.5,0
070P10030,경기 수원시 팔달구,70,수원 우편집중국,0,0,8,12,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,90,0,0,충남 청양군,0,102.0,0
071P10001,경기 의정부시,71,의정부 우편집중국,0,0,6,10,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,89,0,0,전북 부안군,0,269.5,0
071P10002,강원 평창군,71,원주 우편집중국,0,0,6,17,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,89,0,0,경남 김해시,0,39.3,0
071P10003,강원 홍천군,71,원주 우편집중국,0,0,6,8,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,89,0,0,부산 영도구,0,69.7,0
071P10004,충북 단양군,71,원주 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,88,0,0,경북 군위군,0,83.7,0
071P10005,전북 고창군,71,진주 우편집중국,0,0,15,4,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,98,0,0,광주 서구,0,150.2,0
071P10006,경기 광명시,71,성남 우편집중국,0,0,9,10,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,92,0,0,서울 종로구,0,83.6,0
071P10007,강원 철원군,71,의정부 우편집중국,0,0,6,7,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,89,0,0,광주 서구,0,150.2,0
071P10008,전북 완주군,71,진주 우편집중국,0,0,11,11,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,94,0,0,충북 음성군,0,97.0,0
071P10009,전남 장성군,71,광주 우편집중국,0,0,3,11,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,86,0,0,경북 영양군,0,90.4,0
071P10010,서울 서대문구,71,고양 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,87,0,0,부산 북구,0,35.2,0
071P10011,경기 안산시 단원구,71,부천 우편집중국,0,0,8,10,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,91,0,0,충북 충주시,0,43.7,0
071P10012,충북 충주시,71,청주 우편집중국,0,0,4,8,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,87,0,0,전남 목포시,0,44.6,0
071P10013,경기 파주시,71,고양 우편집중국,0,0,4,7,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,87,0,0,부산 중구,0,69.7,0
071P10014,대전 동구,71,대전 우편집중국,0,0,5,8,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,88,0,0,충남 태안군,0,128.0,0
071P10015,충북 진천군,71,청주 우편집중국,0,0,5,10,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,88,0,0,전남 담양군,0,69.9,0
071P10016,광주 남구,71,광주 우편집중국,0,0,10,10,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,93,0,0,강원 철원군,0,55.2,0
071P10017,경기 의왕시,71,성남 우편집중국,0,0,8,5,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,91,0,0,충남 보령시,0,189.9,0
071P10018,서울 관악구,71,성남 우편집중국,0,0,6,5,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,89,0,0,충북 괴산군,0,141.89999999999998,0
071P10019,서울 도봉구,71,의정부 우편집중국,0,0,5,13,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,88,0,0,경남 통영시,0,136.3,0
072P10001,경기 성남시 중원구,72,성남 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,89,0,0,경남 함양군,0,101.5,0
072P10002,경기 광주시,72,성남 우편집중국,0,0,10,7,중부권 광역우편물류센터,0,0,0,0,순천 집중과,0,94,0,0,전남 순천시,0,35.9,0
072P10003,경기 김포시,72,고양 우편집중국,0,0,3,8,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,87,0,0,경남 진주시,0,34.3,0
072P10004,강원 속초시,72,강릉 우편집중국,0,0,6,5,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,90,0,0,서울 광진구,0,30.0,0
072P10005,전남 순천시,72,순천 집중과,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,88,0,0,경기 이천시,0,93.7,0
072P10006,경기 김포시,72,고양 우편집중국,0,0,3,8,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,87,0,0,부산 부산진구,0,69.7,0
072P10007,전남 장성군,72,광주 우편집중국,0,0,3,12,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,87,0,0,경기 남양주시,0,40.3,0
072P10008,부산 금정구,72,부산 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,91,0,0,부산 해운대구,0,151.6,0
072P10009,전남 강진군,72,영암 우편집중국,0,0,3,8,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,87,0,0,전남 화순군,0,70.6,0
072P10010,대구 동구,72,대구 우편집중국,0,0,5,13,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,89,0,0,전북 고창군,0,233.8,0
072P10011,서울 성북구,72,동서울 우편집중국,0,0,3,5,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,87,0,0,경북 칠곡군,0,55.2,0
073P10001,대구 중구,73,대구 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,87,0,0,울산 남구,0,30.0,0
073P10002,전남 광양시,73,순천 집중과,0,0,4,7,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,89,0,0,경남 창원시 진해구,0,80.0,0
073P10003,경남 합천군,73,진주 우편집중국,0,0,8,7,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,93,0,0,대구 남구,0,42.8,0
073P10004,충남 서산시,73,천안 우편집중국,0,0,9,8,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,94,0,0,경북 문경시,0,118.70000000000002,0
073P10005,서울 동작구,73,성남 우편집중국,0,0,6,7,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,91,0,0,충남 금산군,0,153.8,0
073P10006,충남 청양군,73,대전 우편집중국,0,0,7,11,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,92,0,0,강원 횡성군,0,54.400000000000006,0
073P10007,충북 충주시,73,청주 우편집중국,0,0,4,9,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,89,0,0,경남 함양군,0,101.5,0
073P10008,전남 무안군,73,영암 우편집중국,0,0,4,10,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,89,0,0,강원 양구군,0,108.20000000000002,0
073P10009,경남 산청군,73,진주 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,90,0,0,인천 강화군,0,95.89999999999999,0
073P10010,경남 함안군,73,창원 우편집중국,0,0,5,10,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,90,0,0,충북 괴산군,0,141.89999999999998,0
073P10011,광주 서구,73,광주 우편집중국,0,0,10,7,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,95,0,0,경기 양평군,0,144.5,0
073P10012,경기 수원시 권선구,73,수원 우편집중국,0,0,9,5,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,94,0,0,경남 창원시 마산회원구,0,30.0,0
073P10013,충북 진천군,73,청주 우편집중국,0,0,5,11,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,90,0,0,경기 연천군,0,55.2,0
073P10014,충북 청주시 청원구,73,청주 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,87,0,0,경북 경주시,0,226.3,0
073P10015,충북 청주시 청원구,73,청주 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,87,0,0,세종특별자치시,0,56.1,0
073P10016,경북 구미시,73,대구 우편집중국,0,0,5,8,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,90,0,0,경북 고령군,0,80.10000000000001,0
073P10017,전북 무주군,73,천안 우편집중국,0,0,13,4,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,98,0,0,경북 성주군,0,88.30000000000001,0
073P10018,경기 수원시 장안구,73,수원 우편집중국,0,0,9,9,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,94,0,0,전남 담양군,0,69.9,0
073P10019,부산 해운대구,73,부산 우편집중국,0,0,12,9,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,97,0,0,광주 남구,0,150.2,0
073P10020,경북 포항시 남구,73,포항 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,87,0,0,충북 청주시 상당구,0,64.7,0
073P10021,경기 성남시 수정구,73,성남 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,90,0,0,충남 부여군,0,116.1,0
073P10022,경기 군포시,73,성남 우편집중국,0,0,6,9,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,91,0,0,울산 중구,0,30.0,0
073P10023,경기 광주시,73,성남 우편집중국,0,0,10,8,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,95,0,0,서울 도봉구,0,63.7,0
073P10024,인천 동구,73,부천 우편집중국,0,0,9,12,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,94,0,0,서울 강북구,0,63.7,0
073P10025,경기 파주시,73,고양 우편집중국,0,0,4,8,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,89,0,0,부산 기장군,0,64.7,0
073P10026,강원 태백시,73,원주 우편집중국,0,0,12,7,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,97,0,0,경남 창원시 마산회원구,0,30.0,0
073P10027,경남 창원시 마산회원구,73,창원 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,87,0,0,충남 천안시 동남구,0,30.0,0
073P10028,인천 미추홀구,73,부천 우편집중국,0,0,7,8,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,92,0,0,광주 서구,0,150.2,0
073P10029,경북 영천시,73,포항 우편집중국,0,0,5,9,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,90,0,0,대구 달성군,0,53.7,0
073P10030,전북 전주시 덕진구,73,진주 우편집중국,0,0,11,9,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,96,0,0,인천 부평구,0,36.0,0
073P10031,경기 용인시 수지구,73,성남 우편집중국,0,0,7,6,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,92,0,0,인천 서구,0,46.6,0
073P10032,충남 부여군,73,대전 우편집중국,0,0,8,10,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,93,0,0,강원 고성군,0,97.3,0
073P10033,경기 이천시,73,성남 우편집중국,0,0,9,8,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,94,0,0,충남 당진시,0,109.4,0
073P10034,대전 중구,73,대전 우편집중국,0,0,5,9,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,90,0,0,전남 영암군,0,49.6,0
074P10001,서울 서초구,74,동서울 우편집중국,0,0,12,8,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,98,0,0,경기 수원시 영통구,0,30.0,0
074P10002,경남 남해군,74,진주 우편집중국,0,0,6,4,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,92,0,0,경남 창원시 마산회원구,0,30.0,0
074P10003,서울 강남구,74,동서울 우편집중국,0,0,13,8,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,99,0,0,경남 남해군,0,72.9,0
074P10004,충북 음성군,74,청주 우편집중국,0,0,7,6,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,93,0,0,서울 용산구,0,83.6,0
074P10005,경남 진주시,74,진주 우편집중국,0,0,3,5,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,89,0,0,강원 동해시,0,71.8,0
074P10006,경남 함안군,74,창원 우편집중국,0,0,5,11,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,91,0,0,인천 미추홀구,0,61.4,0
074P10007,강원 춘천시,74,원주 우편집중국,0,0,8,6,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,94,0,0,강원 양양군,0,67.6,0
074P10008,강원 삼척시,74,강릉 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,90,0,0,경북 영양군,0,90.4,0
074P10009,전북 부안군,74,진주 우편집중국,0,0,16,9,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,0,0,0,경북 성주군,0,0,0
074P10010,전북 부안군,74,진주 우편집중국,0,0,16,9,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,0,0,0,경북 영주시,0,0,0
074P10011,경기 안성시,74,수원 우편집중국,0,0,11,8,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,97,0,0,충남 홍성군,0,153.60000000000002,0
074P10012,경기 광명시,74,성남 우편집중국,0,0,9,11,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,95,0,0,전북 고창군,0,233.8,0
074P10013,경북 김천시,74,대구 우편집중국,0,0,7,12,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,93,0,0,경남 창원시 진해구,0,80.0,0
075P10001,경남 창녕군,75,창원 우편집중국,0,0,5,11,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,92,0,0,경기 양평군,0,144.5,0
075P10002,경기 파주시,75,고양 우편집중국,0,0,4,9,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,91,0,0,서울 용산구,0,83.6,0
075P10003,경기 고양시 덕양구,75,고양 우편집중국,0,0,2,14,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,89,0,0,경기 연천군,0,55.2,0
075P10004,충남 서천군,75,대전 우편집중국,0,0,10,6,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,97,0,0,대전 중구,0,56.9,0
075P10005,경기 광명시,75,성남 우편집중국,0,0,9,12,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,96,0,0,충북 청주시 상당구,0,64.7,0
075P10006,강원 철원군,75,의정부 우편집중국,0,0,6,8,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,93,0,0,경기 양평군,0,144.5,0
075P10007,대구 남구,75,대구 우편집중국,0,0,4,12,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,91,0,0,경북 성주군,0,88.30000000000001,0
075P10008,경기 수원시 권선구,75,수원 우편집중국,0,0,9,6,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,96,0,0,서울 중구,0,83.6,0
075P10009,강원 삼척시,75,강릉 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,91,0,0,충남 당진시,0,109.4,0
075P10010,경남 거제시,75,창원 우편집중국,0,0,11,10,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,98,0,0,대구 달서구,0,47.6,0
075P10011,서울 송파구,75,동서울 우편집중국,0,0,8,7,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,95,0,0,강원 원주시,0,30.0,0
075P10012,충남 태안군,75,천안 우편집중국,0,0,9,4,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,96,0,0,충북 청주시 상당구,0,64.7,0
075P10013,경기 수원시 영통구,75,수원 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,89,0,0,경기 여주시,0,75.4,0
075P10014,강원 횡성군,75,원주 우편집중국,0,0,5,7,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,92,0,0,충남 홍성군,0,153.60000000000002,0
075P10015,전북 순창군,75,진주 우편집중국,0,0,10,7,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,97,0,0,부산 서구,0,69.7,0
075P10016,전남 곡성군,75,광주 우편집중국,0,0,7,6,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,94,0,0,경북 포항시 북구,0,30.0,0
076P10001,광주 남구,76,광주 우편집중국,0,0,10,12,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,98,0,0,경북 청도군,0,78.69999999999999,0
076P10002,충남 홍성군,76,천안 우편집중국,0,0,10,6,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,98,0,0,충북 괴산군,0,141.89999999999998,0
076P10003,광주 광산구,76,광주 우편집중국,0,0,14,7,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,0,0,0,충북 옥천군,0,0,0
076P10004,인천 부평구,76,부천 우편집중국,0,0,4,9,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,92,0,0,대전 대덕구,0,66.19999999999999,0
076P10005,전남 진도군,76,영암 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,90,0,0,서울 서대문구,0,41.599999999999994,0
076P10006,광주 남구,76,광주 우편집중국,0,0,10,12,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,98,0,0,경북 군위군,0,83.7,0
076P10007,충남 태안군,76,천안 우편집중국,0,0,9,5,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,97,0,0,대전 서구,0,46.5,0
076P10008,경남 함양군,76,진주 우편집중국,0,0,7,11,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,95,0,0,서울 노원구,0,63.7,0
076P10009,전남 나주시,76,광주 우편집중국,0,0,9,11,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,97,0,0,경북 영주시,0,56.6,0
076P10010,서울 영등포구,76,부천 우편집중국,0,0,3,6,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,91,0,0,인천 동구,0,74.39999999999999,0
076P10011,경기 용인시 처인구,76,성남 우편집중국,0,0,7,12,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,95,0,0,충남 천안시 동남구,0,30.0,0
076P10012,강원 삼척시,76,강릉 우편집중국,0,0,4,7,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,92,0,0,충남 공주시,0,76.4,0
076P10013,전남 담양군,76,광주 우편집중국,0,0,6,13,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,94,0,0,경기 연천군,0,55.2,0
076P10014,대구 달서구,76,대구 우편집중국,0,0,5,9,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,93,0,0,서울 마포구,0,41.599999999999994,0
076P10015,대구 북구,76,대구 우편집중국,0,0,2,12,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,90,0,0,대구 달서구,0,47.6,0
076P10016,충북 충주시,76,청주 우편집중국,0,0,4,10,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,92,0,0,대전 대덕구,0,66.19999999999999,0
076P10017,경북 군위군,76,대구 우편집중국,0,0,5,8,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,93,0,0,경기 군포시,0,55.7,0
076P10018,부산 서구,76,부산 우편집중국,0,0,7,6,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,95,0,0,충남 금산군,0,153.8,0
076P10019,경남 함양군,76,진주 우편집중국,0,0,7,11,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,95,0,0,부산 사하구,0,69.7,0
076P10020,경기 구리시,76,의정부 우편집중국,0,0,5,14,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,93,0,0,경기 광주시,0,72.39999999999999,0
076P10021,경기 안산시 상록구,76,부천 우편집중국,0,0,9,12,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,97,0,0,서울 강동구,0,53.5,0
077P10001,서울 관악구,77,성남 우편집중국,0,0,6,6,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,95,0,0,강원 화천군,0,108.20000000000002,0
077P10002,경남 산청군,77,진주 우편집중국,0,0,5,7,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,94,0,0,경기 포천시,0,52.5,0
077P10003,강원 고성군,77,강릉 우편집중국,0,0,6,12,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,95,0,0,경북 안동시,0,30.0,0
077P10004,강원 영월군,77,원주 우편집중국,0,0,3,7,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,92,0,0,경기 의왕시,0,65.8,0
077P10005,강원 태백시,77,원주 우편집중국,0,0,12,8,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,0,0,0,전남 영광군,0,0,0
077P10006,경기 양주시,77,의정부 우편집중국,0,0,3,7,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,92,0,0,강원 삼척시,0,81.8,0
077P10007,경북 구미시,77,대구 우편집중국,0,0,5,9,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,94,0,0,대구 중구,0,30.0,0
077P10008,경남 진주시,77,진주 우편집중국,0,0,3,6,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,92,0,0,경기 안양시 만안구,0,55.7,0
077P10009,경남 통영시,77,창원 우편집중국,0,0,11,7,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,100,0,0,광주 광산구,0,202.4,0
077P10010,강원 철원군,77,의정부 우편집중국,0,0,6,10,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,95,0,0,울산 남구,0,30.0,0
077P10011,강원 철원군,77,의정부 우편집중국,0,0,6,10,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,95,0,0,강원 속초시,0,97.3,0
077P10012,대전 대덕구,77,대전 우편집중국,0,0,7,8,중부권 광역우편물류센터,0,0,0,0,순천 집중과,0,96,0,0,전남 고흥군,0,58.2,0
077P10013,대구 서구,77,대구 우편집중국,0,0,4,7,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,93,0,0,경기 부천시,0,35.5,0
078P10001,서울 마포구,78,고양 우편집중국,0,0,4,8,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,94,0,0,경기 의왕시,0,65.8,0
078P10002,경기 가평군,78,동서울 우편집중국,0,0,14,8,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,0,0,0,전북 무주군,0,0,0
078P10003,경북 포항시 북구,78,포항 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,92,0,0,경북 청송군,0,90.4,0
078P10004,대구 남구,78,대구 우편집중국,0,0,4,13,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,94,0,0,경북 구미시,0,75.5,0
078P10005,경남 창원시 성산구,78,창원 우편집중국,0,0,7,9,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,97,0,0,경북 문경시,0,118.70000000000002,0
078P10006,경북 영양군,78,안동 우편집중국,0,0,4,8,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,94,0,0,세종특별자치시,0,56.1,0
078P10007,세종특별자치시,78,대전 우편집중국,0,0,6,10,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,96,0,0,경남 고성군,0,117.3,0
078P10008,경남 창원시 의창구,78,창원 우편집중국,0,0,3,4,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,93,0,0,서울 강남구,0,81.8,0
078P10009,경기 광주시,78,성남 우편집중국,0,0,10,9,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,100,0,0,경기 성남시 분당구,0,39.3,0
078P10010,대구 달서구,78,대구 우편집중국,0,0,5,10,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,95,0,0,광주 남구,0,150.2,0
078P10011,서울 종로구,78,동서울 우편집중국,0,0,14,10,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,0,0,0,광주 서구,0,0,0
078P10012,충남 서천군,78,대전 우편집중국,0,0,10,7,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,100,0,0,대전 동구,0,56.9,0
078P10013,경북 영천시,78,포항 우편집중국,0,0,5,10,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,95,0,0,인천 부평구,0,36.0,0
078P10014,광주 동구,78,광주 우편집중국,0,0,5,7,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,95,0,0,울산 울주군,0,34.7,0
078P10015,강원 양양군,78,강릉 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,94,0,0,부산 기장군,0,64.7,0
078P10016,대전 유성구,78,대전 우편집중국,0,0,4,10,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,94,0,0,경북 포항시 남구,0,30.0,0
