택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
115P10008,광주 동구,115,71,1,광주 우편집중국,120,132,199,13,중부권 광역우편물류센터,145,0,218,0,성남 우편집중국,0,0,88,0,서울 구로구,0,0
115P10009,전남 장흥군,115,69,2,영암 우편집중국,120,132,290,14,중부권 광역우편물류센터,151,0,295,0,부산 우편집중국,0,0,74,0,경남 밀양시,0,0
115P10010,강원 태백시,115,227,2,원주 우편집중국,130,142,256,26,중부권 광역우편물류센터,159,0,253,0,부천 우편집중국,0,0,70,0,인천 연수구,0,0
115P10011,인천 옹진군,115,66,2,부천 우편집중국,119,131,253,25,중부권 광역우편물류센터,148,0,218,0,성남 우편집중국,0,0,43,0,경기 성남시 중원구,0,0
115P10012,전북 완주군,115,189,1,진주 우편집중국,128,140,202,33,중부권 광역우편물류센터,153,0,192,0,대구 우편집중국,0,0,50,0,대구 동구,0,0
115P10013,경기 수원시 장안구,115,77,2,수원 우편집중국,120,132,229,10,중부권 광역우편물류센터,147,0,218,0,성남 우편집중국,0,0,56,0,서울 관악구,0,0
115P10014,경북 영덕군,115,30,1,포항 우편집중국,117,129,271,7,중부권 광역우편물류센터,147,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0,0
115P10015,전북 고창군,115,234,2,진주 우편집중국,131,143,202,30,중부권 광역우편물류센터,156,0,218,0,성남 우편집중국,0,0,48,0,경기 과천시,0,0
115P10016,충북 증평군,115,58,2,청주 우편집중국,119,131,100,11,중부권 광역우편물류센터,138,0,295,0,부산 우편집중국,0,0,70,0,부산 영도구,0,0
115P10017,서울 성동구,115,84,1,동서울 우편집중국,121,133,248,25,중부권 광역우편물류센터,150,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
115P10018,서울 강북구,115,64,1,의정부 우편집중국,119,131,261,26,중부권 광역우편물류센터,148,0,202,0,진주 우편집중국,0,0,133,0,전북 장수군,0,0
115P10019,경기 용인시 수지구,115,58,1,성남 우편집중국,119,131,218,31,중부권 광역우편물류센터,146,0,295,0,부산 우편집중국,0,0,70,0,부산 서구,0,0
115P10020,경기 안양시 동안구,115,56,1,성남 우편집중국,119,131,218,31,중부권 광역우편물류센터,146,0,248,0,동서울 우편집중국,0,0,54,0,서울 강동구,0,0
115P10021,부산 남구,115,35,1,부산 우편집중국,117,129,295,27,중부권 광역우편물류센터,149,0,202,0,진주 우편집중국,0,0,306,0,전북 군산시,0,0
115P10022,충남 보령시,115,190,2,대전 우편집중국,128,140,53,4,중부권 광역우편물류센터,144,0,295,0,부산 우편집중국,0,0,35,0,부산 동구,0,0
115P10023,부산 영도구,115,70,1,부산 우편집중국,120,132,295,28,중부권 광역우편물류센터,152,0,192,0,대구 우편집중국,0,0,54,0,대구 달성군,0,0
115P10024,서울 노원구,115,64,3,의정부 우편집중국,119,131,261,26,중부권 광역우편물류센터,148,0,202,0,진주 우편집중국,0,0,42,0,경남 사천시,0,0
115P10025,서울 강남구,115,82,1,동서울 우편집중국,120,132,248,24,중부권 광역우편물류센터,149,0,271,0,포항 우편집중국,0,0,30,0,경북 울진군,0,0
115P10026,충남 청양군,115,102,3,대전 우편집중국,122,134,53,8,중부권 광역우편물류센터,138,0,199,0,광주 우편집중국,0,0,57,0,광주 북구,0,0
115P10027,강원 화천군,115,108,2,원주 우편집중국,122,134,256,22,중부권 광역우편물류센터,151,0,100,0,청주 우편집중국,0,0,87,0,충북 보은군,0,0
115P10028,대구 달성군,115,54,2,대구 우편집중국,119,131,192,21,중부권 광역우편물류센터,144,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0,0
115P10029,충북 음성군,115,97,1,청주 우편집중국,121,133,100,9,중부권 광역우편물류센터,140,0,248,0,동서울 우편집중국,0,0,213,0,경기 가평군,0,0
115P10030,경기 수원시 장안구,115,77,2,수원 우편집중국,120,132,229,10,중부권 광역우편물류센터,147,0,202,0,진주 우편집중국,0,0,214,0,전북 전주시 완산구,0,0
115P10031,전북 순창군,115,169,1,진주 우편집중국,126,138,202,27,중부권 광역우편물류센터,151,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
115P10032,충북 괴산군,115,142,2,청주 우편집중국,124,136,100,6,중부권 광역우편물류센터,143,0,199,0,광주 우편집중국,0,0,39,0,전남 장성군,0,0
115P10033,강원 평창군,115,84,1,원주 우편집중국,121,133,256,22,중부권 광역우편물류센터,150,0,295,0,부산 우편집중국,0,0,152,0,부산 해운대구,0,0
115P10034,강원 철원군,115,55,1,의정부 우편집중국,119,131,261,26,중부권 광역우편물류센터,148,0,218,0,성남 우편집중국,0,0,72,0,경기 광주시,0,0
116P10001,경북 봉화군,116,57,1,안동 우편집중국,120,132,216,16,중부권 광역우편물류센터,146,0,268,0,고양 우편집중국,0,0,39,0,서울 은평구,0,0
116P10002,경기 수원시 권선구,116,77,1,수원 우편집중국,121,133,229,12,중부권 광역우편물류센터,148,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0,0
116P10003,경기 용인시 수지구,116,58,2,성남 우편집중국,120,132,218,32,중부권 광역우편물류센터,147,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
116P10004,서울 중구,116,84,3,동서울 우편집중국,122,134,248,26,중부권 광역우편물류센터,151,0,192,0,대구 우편집중국,0,0,88,0,경북 성주군,0,0
116P10005,대구 서구,116,43,1,대구 우편집중국,119,131,192,21,중부권 광역우편물류센터,144,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
116P10006,경남 창원시 진해구,116,80,1,창원 우편집중국,121,133,251,15,중부권 광역우편물류센터,150,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0,0
116P10007,경북 성주군,116,88,1,대구 우편집중국,122,134,192,21,중부권 광역우편물류센터,147,0,256,0,원주 우편집중국,0,0,150,0,강원 인제군,0,0
116P10008,경기 동두천시,116,45,1,의정부 우편집중국,119,131,261,26,중부권 광역우편물류센터,148,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0,0
116P10009,전남 나주시,116,140,2,광주 우편집중국,125,137,199,17,중부권 광역우편물류센터,150,0,253,0,부천 우편집중국,0,0,36,0,서울 영등포구,0,0
116P10010,서울 중랑구,116,48,1,의정부 우편집중국,119,131,261,26,중부권 광역우편물류센터,148,0,261,0,의정부 우편집중국,0,0,38,0,경기 양주시,0,0
116P10011,경남 양산시,116,94,2,울산 우편집중국,122,134,318,16,중부권 광역우편물류센터,155,0,202,0,진주 우편집중국,0,0,244,0,전북 정읍시,0,0
116P10012,경남 통영시,116,136,2,창원 우편집중국,125,137,251,15,중부권 광역우편물류센터,154,0,199,0,광주 우편집중국,0,0,140,0,전남 나주시,0,0
116P10013,강원 원주시,116,30,1,원주 우편집중국,118,130,256,25,중부권 광역우편물류센터,147,0,261,0,의정부 우편집중국,0,0,64,0,서울 노원구,0,0
116P10014,경기 군포시,116,56,3,성남 우편집중국,120,132,218,32,중부권 광역우편물류센터,147,0,202,0,진주 우편집중국,0,0,284,0,전북 김제시,0,0
116P10015,경기 안산시 상록구,116,71,1,부천 우편집중국,121,133,253,24,중부권 광역우편물류센터,150,0,218,0,성남 우편집중국,0,0,58,0,경기 용인시 기흥구,0,0
116P10016,충남 금산군,116,154,3,천안 우편집중국,126,138,133,13,중부권 광역우편물류센터,147,0,202,0,진주 우편집중국,0,0,200,0,전북 익산시,0,0
116P10017,서울 강남구,116,82,2,동서울 우편집중국,121,133,248,25,중부권 광역우편물류센터,150,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
116P10018,부산 강서구,116,34,1,부산 우편집중국,118,130,295,26,중부권 광역우편물류센터,150,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0,0
116P10019,전남 영광군,116,82,1,광주 우편집중국,121,133,199,14,중부권 광역우편물류센터,146,0,229,0,수원 우편집중국,0,0,86,0,경기 오산시,0,0
116P10020,전남 강진군,116,50,2,영암 우편집중국,119,131,290,13,중부권 광역우편물류센터,150,0,229,0,수원 우편집중국,0,0,105,0,경기 평택시,0,0
116P10021,대구 수성구,116,50,1,대구 우편집중국,119,131,192,21,중부권 광역우편물류센터,144,0,261,0,의정부 우편집중국,0,0,68,0,경기 의정부시,0,0
117P10001,부산 서구,117,70,2,부산 우편집중국,122,134,295,29,중부권 광역우편물류센터,154,0,216,0,안동 우편집중국,0,0,30,0,경북 안동시,0,0
117P10002,서울 노원구,117,64,3,의정부 우편집중국,121,133,261,26,중부권 광역우편물류센터,150,0,253,0,부천 우편집중국,0,0,36,0,인천 계양구,0,0
117P10003,경기 가평군,117,213,2,동서울 우편집중국,131,143,248,25,중부권 광역우편물류센터,160,0,248,0,동서울 우편집중국,0,0,36,0,서울 성북구,0,0
117P10004,경기 하남시,117,51,1,동서울 우편집중국,120,132,248,24,중부권 광역우편물류센터,149,0,218,0,성남 우편집중국,0,0,88,0,서울 구로구,0,0
117P10005,경기 수원시 장안구,117,77,3,수원 우편집중국,122,134,229,13,중부권 광역우편물류센터,149,0,256,0,원주 우편집중국,0,0,108,0,강원 춘천시,0,0
117P10006,서울 성북구,117,36,1,동서울 우편집중국,119,131,248,19,중부권 광역우편물류센터,148,0,233,0,순천 집중과,0,0,47,0,전남 광양시,0,0
117P10007,충남 아산시,117,45,1,천안 우편집중국,120,132,133,10,중부권 광역우편물류센터,141,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
117P10008,경북 경주시,117,226,3,포항 우편집중국,132,144,271,11,중부권 광역우편물류센터,162,0,53,0,대전 우편집중국,0,0,57,0,대전 동구,0,0
117P10009,강원 속초시,117,97,1,강릉 우편집중국,123,135,368,17,중부권 광역우편물류센터,160,0,216,0,안동 우편집중국,0,0,30,0,경북 안동시,0,0
117P10010,광주 서구,117,150,1,광주 우편집중국,127,139,199,14,중부권 광역우편물류센터,152,0,199,0,광주 우편집중국,0,0,202,0,광주 광산구,0,0
117P10011,경기 고양시 덕양구,117,30,1,고양 우편집중국,119,131,268,14,중부권 광역우편물류센터,149,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
117P10012,강원 화천군,117,108,3,원주 우편집중국,124,136,256,22,중부권 광역우편물류센터,153,0,229,0,수원 우편집중국,0,0,77,0,경기 수원시 권선구,0,0
117P10013,충남 공주시,117,76,2,대전 우편집중국,122,134,53,8,중부권 광역우편물류센터,138,0,202,0,진주 우편집중국,0,0,142,0,전북 남원시,0,0
118P10001,충남 서산시,118,128,2,천안 우편집중국,127,139,133,15,중부권 광역우편물류센터,148,0,248,0,동서울 우편집중국,0,0,54,0,서울 강동구,0,0
118P10002,경기 고양시 일산서구,118,30,1,고양 우편집중국,120,132,268,14,중부권 광역우편물류센터,150,0,202,0,진주 우편집중국,0,0,169,0,전북 순창군,0,0
118P10003,대구 달성군,118,54,2,대구 우편집중국,122,134,192,21,중부권 광역우편물류센터,147,0,202,0,진주 우편집중국,0,0,133,0,전북 장수군,0,0
118P10004,경기 안양시 동안구,118,56,2,성남 우편집중국,122,134,218,32,중부권 광역우편물류센터,149,0,253,0,부천 우편집중국,0,0,36,0,서울 영등포구,0,0
118P10005,대구 서구,118,43,2,대구 우편집중국,121,133,192,19,중부권 광역우편물류센터,146,0,271,0,포항 우편집중국,0,0,168,0,경북 영천시,0,0
118P10006,경기 안성시,118,114,2,수원 우편집중국,126,138,229,13,중부권 광역우편물류센터,153,0,229,0,수원 우편집중국,0,0,86,0,경기 오산시,0,0
118P10007,충북 단양군,118,98,2,원주 우편집중국,125,137,256,25,중부권 광역우편물류센터,154,0,233,0,순천 집중과,0,0,84,0,전남 보성군,0,0
118P10008,경기 하남시,118,51,2,동서울 우편집중국,121,133,248,25,중부권 광역우편물류센터,150,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
118P10009,전북 장수군,118,133,3,진주 우편집중국,127,139,202,30,중부권 광역우편물류센터,152,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 동안구,0,0
118P10010,서울 중구,118,84,3,동서울 우편집중국,124,136,248,26,중부권 광역우편물류센터,153,0,218,0,성남 우편집중국,0,0,43,0,경기 성남시 수정구,0,0
118P10011,충남 공주시,118,76,4,대전 우편집중국,123,135,53,10,중부권 광역우편물류센터,139,0,229,0,수원 우편집중국,0,0,114,0,경기 안성시,0,0
118P10012,경기 양주시,118,38,1,의정부 우편집중국,121,133,261,26,중부권 광역우편물류센터,150,0,253,0,부천 우편집중국,0,0,68,0,경기 안산시 단원구,0,0
118P10013,경기 시흥시,118,53,1,부천 우편집중국,122,134,253,22,중부권 광역우편물류센터,151,0,53,0,대전 우편집중국,0,0,77,0,충남 논산시,0,0
118P10014,경북 안동시,118,30,1,안동 우편집중국,120,132,216,16,중부권 광역우편물류센터,146,0,218,0,성남 우편집중국,0,0,56,0,경기 군포시,0,0
118P10015,경기 이천시,118,94,2,성남 우편집중국,124,136,218,34,중부권 광역우편물류센터,151,0,248,0,동서울 우편집중국,0,0,58,0,서울 송파구,0,0
118P10016,서울 은평구,118,39,1,고양 우편집중국,121,133,268,13,중부권 광역우편물류센터,151,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0,0
118P10017,경남 하동군,118,73,1,진주 우편집중국,123,135,202,33,중부권 광역우편물류센터,148,0,218,0,성남 우편집중국,0,0,94,0,경기 이천시,0,0
118P10018,부산 해운대구,118,152,2,부산 우편집중국,128,140,295,36,중부권 광역우편물류센터,160,0,216,0,안동 우편집중국,0,0,97,0,경북 상주시,0,0
118P10019,인천 강화군,118,96,2,부천 우편집중국,124,136,253,26,중부권 광역우편물류센터,153,0,295,0,부산 우편집중국,0,0,35,0,부산 남구,0,0
118P10020,대구 남구,118,43,1,대구 우편집중국,121,133,192,19,중부권 광역우편물류센터,146,0,229,0,수원 우편집중국,0,0,110,0,경기 화성시,0,0
118P10021,경북 청송군,118,90,1,안동 우편집중국,124,136,216,14,중부권 광역우편물류센터,150,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0,0
118P10022,부산 서구,118,70,3,부산 우편집중국,123,135,295,30,중부권 광역우편물류센터,155,0,251,0,창원 우편집중국,0,0,75,0,경남 창녕군,0,0
118P10023,서울 금천구,118,56,1,성남 우편집중국,122,134,218,32,중부권 광역우편물류센터,149,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0,0
118P10024,충남 공주시,118,76,4,대전 우편집중국,123,135,53,10,중부권 광역우편물류센터,139,0,133,0,천안 우편집중국,0,0,128,0,충남 서산시,0,0
118P10025,전남 해남군,118,50,1,영암 우편집중국,121,133,290,15,중부권 광역우편물류센터,152,0,199,0,광주 우편집중국,0,0,128,0,전남 구례군,0,0
118P10026,경기 파주시,118,48,1,고양 우편집중국,121,133,268,13,중부권 광역우편물류센터,151,0,192,0,대구 우편집중국,0,0,43,0,대구 남구,0,0
118P10027,경기 용인시 처인구,118,64,1,성남 우편집중국,122,134,218,32,중부권 광역우편물류센터,149,0,318,0,울산 우편집중국,0,0,30,0,울산 남구,0,0
118P10028,부산 영도구,118,70,2,부산 우편집중국,123,135,295,30,중부권 광역우편물류센터,155,0,229,0,수원 우편집중국,0,0,86,0,경기 오산시,0,0
118P10029,인천 강화군,118,96,2,부천 우편집중국,124,136,253,26,중부권 광역우편물류센터,153,0,253,0,부천 우편집중국,0,0,66,0,인천 옹진군,0,0
118P10030,경남 의령군,118,53,1,진주 우편집중국,122,134,202,33,중부권 광역우편물류센터,147,0,192,0,대구 우편집중국,0,0,30,0,대구 북구,0,0
118P10031,대구 수성구,118,50,2,대구 우편집중국,121,133,192,19,중부권 광역우편물류센터,146,0,202,0,진주 우편집중국,0,0,200,0,전북 익산시,0,0
118P10032,전북 남원시,118,142,1,진주 우편집중국,127,139,202,30,중부권 광역우편물류센터,152,0,290,0,영암 우편집중국,0,0,45,0,전남 신안군,0,0
