택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
109P10005,경기 평택시,109,105,2,수원 우편집중국,116,128,229,8,중부권 광역우편물류센터,143,0,248,0,동서울 우편집중국,0,0,84,0,서울 종로구,0,0
109P10006,경기 고양시 덕양구,109,30,1,고양 우편집중국,111,123,268,16,중부권 광역우편물류센터,141,0,256,0,원주 우편집중국,0,0,81,0,강원 홍천군,0,0
109P10007,전남 보성군,109,84,1,순천 집중과,115,127,233,11,중부권 광역우편물류센터,143,0,290,0,영암 우편집중국,0,0,45,0,전남 목포시,0,0
109P10008,부산 기장군,109,65,1,울산 우편집중국,113,125,318,16,중부권 광역우편물류센터,146,0,53,0,대전 우편집중국,0,0,102,0,충남 청양군,0,0
109P10009,경남 하동군,109,73,2,진주 우편집중국,114,126,202,31,중부권 광역우편물류센터,139,0,253,0,부천 우편집중국,0,0,66,0,인천 중구,0,0
109P10010,경기 군포시,109,56,2,성남 우편집중국,113,125,218,27,중부권 광역우편물류센터,140,0,253,0,부천 우편집중국,0,0,66,0,인천 중구,0,0
109P10011,경남 창원시 성산구,109,75,1,창원 우편집중국,114,126,251,21,중부권 광역우편물류센터,143,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0,0
109P10012,전남 여수시,109,30,2,순천 집중과,111,123,233,7,중부권 광역우편물류센터,139,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 동안구,0,0
109P10013,경남 밀양시,109,74,1,부산 우편집중국,114,126,295,27,중부권 광역우편물류센터,146,0,192,0,대구 우편집중국,0,0,54,0,대구 달성군,0,0
109P10014,경기 평택시,109,105,2,수원 우편집중국,116,128,229,8,중부권 광역우편물류센터,143,0,133,0,천안 우편집중국,0,0,45,0,충남 아산시,0,0
109P10015,전남 장흥군,109,69,1,영암 우편집중국,114,126,290,16,중부권 광역우편물류센터,145,0,229,0,수원 우편집중국,0,0,77,0,경기 수원시 권선구,0,0
109P10016,경남 창원시 마산회원구,109,30,1,창원 우편집중국,111,123,251,20,중부권 광역우편물류센터,140,0,216,0,안동 우편집중국,0,0,44,0,경북 예천군,0,0
109P10017,충남 논산시,109,77,1,대전 우편집중국,114,126,53,6,중부권 광역우편물류센터,130,0,202,0,진주 우편집중국,0,0,244,0,전북 정읍시,0,0
109P10018,전북 진안군,109,150,2,진주 우편집중국,119,131,202,31,중부권 광역우편물류센터,144,0,216,0,안동 우편집중국,0,0,90,0,경북 영양군,0,0
109P10019,서울 강서구,109,36,1,부천 우편집중국,111,123,253,39,중부권 광역우편물류센터,140,0,268,0,고양 우편집중국,0,0,48,0,경기 파주시,0,0
109P10020,강원 평창군,109,84,1,원주 우편집중국,115,127,256,28,중부권 광역우편물류센터,144,0,202,0,진주 우편집중국,0,0,124,0,경남 거창군,0,0
109P10021,충남 부여군,109,116,2,대전 우편집중국,117,129,53,4,중부권 광역우편물류센터,133,0,290,0,영암 우편집중국,0,0,30,0,전남 진도군,0,0
110P10001,인천 중구,110,66,1,부천 우편집중국,114,126,253,32,중부권 광역우편물류센터,143,0,261,0,의정부 우편집중국,0,0,55,0,경기 연천군,0,0
110P10002,전남 광양시,110,47,2,순천 집중과,113,125,233,10,중부권 광역우편물류센터,141,0,199,0,광주 우편집중국,0,0,108,0,전남 함평군,0,0
110P10003,경남 사천시,110,42,1,진주 우편집중국,113,125,202,32,중부권 광역우편물류센터,138,0,192,0,대구 우편집중국,0,0,48,0,대구 달서구,0,0
110P10004,경기 고양시 덕양구,110,30,2,고양 우편집중국,112,124,268,18,중부권 광역우편물류센터,142,0,368,0,강릉 우편집중국,0,0,82,0,강원 삼척시,0,0
110P10005,전북 군산시,110,307,7,진주 우편집중국,130,142,202,30,중부권 광역우편물류센터,155,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0,0
110P10006,부산 동래구,110,60,2,부산 우편집중국,114,126,295,27,중부권 광역우편물류센터,146,0,256,0,원주 우편집중국,0,0,227,0,강원 태백시,0,0
110P10007,전북 무주군,110,175,2,천안 우편집중국,122,134,133,12,중부권 광역우편물류센터,143,0,199,0,광주 우편집중국,0,0,140,0,전남 나주시,0,0
110P10008,경기 동두천시,110,45,1,의정부 우편집중국,113,125,261,20,중부권 광역우편물류센터,142,0,251,0,창원 우편집중국,0,0,136,0,경남 거제시,0,0
110P10009,강원 고성군,110,97,2,강릉 우편집중국,116,128,368,17,중부권 광역우편물류센터,153,0,100,0,청주 우편집중국,0,0,142,0,충북 괴산군,0,0
110P10010,인천 서구,110,47,1,부천 우편집중국,113,125,253,34,중부권 광역우편물류센터,142,0,318,0,울산 우편집중국,0,0,65,0,부산 기장군,0,0
110P10011,충북 옥천군,110,135,1,천안 우편집중국,119,131,133,13,중부권 광역우편물류센터,140,0,253,0,부천 우편집중국,0,0,74,0,인천 동구,0,0
110P10012,경북 성주군,110,88,3,대구 우편집중국,116,128,192,19,중부권 광역우편물류센터,141,0,248,0,동서울 우편집중국,0,0,84,0,서울 성동구,0,0
110P10013,전남 광양시,110,47,2,순천 집중과,113,125,233,10,중부권 광역우편물류센터,141,0,318,0,울산 우편집중국,0,0,30,0,울산 남구,0,0
110P10014,대전 서구,110,46,2,대전 우편집중국,113,125,53,3,중부권 광역우편물류센터,129,0,290,0,영암 우편집중국,0,0,45,0,전남 목포시,0,0
110P10015,광주 광산구,110,202,4,광주 우편집중국,123,135,199,15,중부권 광역우편물류센터,148,0,192,0,대구 우편집중국,0,0,48,0,대구 달서구,0,0
110P10016,서울 강남구,110,82,2,동서울 우편집중국,115,127,248,18,중부권 광역우편물류센터,144,0,233,0,순천 집중과,0,0,84,0,전남 보성군,0,0
110P10017,대전 서구,110,46,2,대전 우편집중국,113,125,53,3,중부권 광역우편물류센터,129,0,218,0,성남 우편집중국,0,0,94,0,경기 이천시,0,0
110P10018,경기 군포시,110,56,3,성남 우편집중국,114,126,218,29,중부권 광역우편물류센터,141,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0,0
110P10019,경북 성주군,110,88,3,대구 우편집중국,116,128,192,19,중부권 광역우편물류센터,141,0,133,0,천안 우편집중국,0,0,128,0,충남 태안군,0,0
110P10020,경기 안산시 상록구,110,71,1,부천 우편집중국,115,127,253,30,중부권 광역우편물류센터,144,0,199,0,광주 우편집중국,0,0,71,0,전남 화순군,0,0
110P10021,전남 무안군,110,63,2,영암 우편집중국,114,126,290,16,중부권 광역우편물류센터,145,0,295,0,부산 우편집중국,0,0,152,0,부산 해운대구,0,0
110P10022,경북 군위군,110,84,2,대구 우편집중국,116,128,192,19,중부권 광역우편물류센터,141,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0,0
110P10023,전북 장수군,110,133,1,진주 우편집중국,119,131,202,31,중부권 광역우편물류센터,144,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0,0
110P10024,부산 북구,110,35,1,부산 우편집중국,112,124,295,28,중부권 광역우편물류센터,144,0,368,0,강릉 우편집중국,0,0,68,0,강원 양양군,0,0
110P10025,강원 태백시,110,227,1,원주 우편집중국,125,137,256,25,중부권 광역우편물류센터,154,0,218,0,성남 우편집중국,0,0,56,0,서울 금천구,0,0
110P10026,부산 남구,110,35,1,부산 우편집중국,112,124,295,28,중부권 광역우편물류센터,144,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0,0
110P10027,대구 남구,110,43,1,대구 우편집중국,113,125,192,16,중부권 광역우편물류센터,138,0,253,0,부천 우편집중국,0,0,36,0,서울 영등포구,0,0
110P10028,부산 동래구,110,60,2,부산 우편집중국,114,126,295,27,중부권 광역우편물류센터,146,0,248,0,동서울 우편집중국,0,0,84,0,서울 중구,0,0
110P10029,대구 달서구,110,48,1,대구 우편집중국,113,125,192,16,중부권 광역우편물류센터,138,0,318,0,울산 우편집중국,0,0,30,0,울산 동구,0,0
110P10030,광주 남구,110,150,1,광주 우편집중국,120,132,199,13,중부권 광역우편물류센터,145,0,202,0,진주 우편집중국,0,0,73,0,경남 남해군,0,0
110P10031,경남 거창군,110,124,2,진주 우편집중국,118,130,202,32,중부권 광역우편물류센터,143,0,295,0,부산 우편집중국,0,0,70,0,부산 영도구,0,0
110P10032,경남 창원시 마산회원구,110,30,2,창원 우편집중국,112,124,251,20,중부권 광역우편물류센터,141,0,199,0,광주 우편집중국,0,0,150,0,광주 서구,0,0
110P10033,강원 삼척시,110,82,2,강릉 우편집중국,115,127,368,16,중부권 광역우편물류센터,152,0,133,0,천안 우편집중국,0,0,113,0,충남 예산군,0,0
110P10034,경북 의성군,110,70,2,안동 우편집중국,115,127,216,17,중부권 광역우편물류센터,141,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
110P10035,울산 울주군,110,35,1,울산 우편집중국,112,124,318,15,중부권 광역우편물류센터,145,0,248,0,동서울 우편집중국,0,0,84,0,서울 용산구,0,0
110P10036,경북 김천시,110,106,1,대구 우편집중국,117,129,192,18,중부권 광역우편물류센터,142,0,133,0,천안 우편집중국,0,0,154,0,충남 홍성군,0,0
110P10037,경기 김포시,110,36,1,고양 우편집중국,112,124,268,18,중부권 광역우편물류센터,142,0,318,0,울산 우편집중국,0,0,30,0,울산 중구,0,0
110P10038,충북 진천군,110,71,2,청주 우편집중국,115,127,100,7,중부권 광역우편물류센터,134,0,218,0,성남 우편집중국,0,0,64,0,경기 용인시 처인구,0,0
110P10039,경기 의정부시,110,68,3,의정부 우편집중국,115,127,261,21,중부권 광역우편물류센터,144,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
111P10001,경기 군포시,111,56,3,성남 우편집중국,115,127,218,30,중부권 광역우편물류센터,142,0,202,0,진주 우편집중국,0,0,102,0,경남 함양군,0,0
111P10002,강원 양구군,111,108,2,원주 우편집중국,118,130,256,25,중부권 광역우편물류센터,147,0,295,0,부산 우편집중국,0,0,35,0,부산 남구,0,0
111P10003,충북 단양군,111,98,1,원주 우편집중국,118,130,256,25,중부권 광역우편물류센터,147,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0,0
111P10004,강원 동해시,111,72,1,강릉 우편집중국,116,128,368,17,중부권 광역우편물류센터,153,0,192,0,대구 우편집중국,0,0,54,0,대구 달성군,0,0
111P10005,대구 수성구,111,50,1,대구 우편집중국,114,126,192,17,중부권 광역우편물류센터,139,0,271,0,포항 우편집중국,0,0,168,0,경북 영천시,0,0
111P10006,전북 군산시,111,307,7,진주 우편집중국,131,143,202,30,중부권 광역우편물류센터,156,0,53,0,대전 우편집중국,0,0,46,0,대전 서구,0,0
111P10007,전북 장수군,111,133,2,진주 우편집중국,120,132,202,31,중부권 광역우편물류센터,145,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0,0
111P10008,인천 부평구,111,36,1,부천 우편집중국,113,125,253,34,중부권 광역우편물류센터,142,0,199,0,광주 우편집중국,0,0,202,0,광주 광산구,0,0
111P10009,경기 안산시 단원구,111,68,1,부천 우편집중국,116,128,253,28,중부권 광역우편물류센터,145,0,251,0,창원 우편집중국,0,0,35,0,경남 창원시 의창구,0,0
111P10010,서울 금천구,111,56,1,성남 우편집중국,115,127,218,30,중부권 광역우편물류센터,142,0,202,0,진주 우편집중국,0,0,284,0,전북 김제시,0,0
111P10011,경북 문경시,111,119,2,안동 우편집중국,119,131,216,13,중부권 광역우편물류센터,145,0,256,0,원주 우편집중국,0,0,75,0,경기 여주시,0,0
111P10012,강원 양구군,111,108,2,원주 우편집중국,118,130,256,25,중부권 광역우편물류센터,147,0,202,0,진주 우편집중국,0,0,190,0,전북 전주시 덕진구,0,0
111P10013,부산 수영구,111,60,1,부산 우편집중국,115,127,295,27,중부권 광역우편물류센터,147,0,216,0,안동 우편집중국,0,0,90,0,경북 청송군,0,0
111P10014,충남 홍성군,111,154,2,천안 우편집중국,121,133,133,13,중부권 광역우편물류센터,142,0,253,0,부천 우편집중국,0,0,68,0,경기 안산시 단원구,0,0
111P10015,경남 양산시,111,94,1,울산 우편집중국,117,129,318,16,중부권 광역우편물류센터,150,0,253,0,부천 우편집중국,0,0,53,0,경기 시흥시,0,0
111P10016,경기 용인시 처인구,111,64,1,성남 우편집중국,115,127,218,30,중부권 광역우편물류센터,142,0,256,0,원주 우편집중국,0,0,124,0,강원 정선군,0,0
111P10017,서울 구로구,111,88,2,성남 우편집중국,117,129,218,32,중부권 광역우편물류센터,144,0,218,0,성남 우편집중국,0,0,51,0,서울 동작구,0,0
111P10018,충남 금산군,111,154,2,천안 우편집중국,121,133,133,13,중부권 광역우편물류센터,142,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0,0
111P10019,충북 제천시,111,62,1,원주 우편집중국,115,127,256,28,중부권 광역우편물류센터,144,0,368,0,강릉 우편집중국,0,0,72,0,강원 동해시,0,0
111P10020,부산 해운대구,111,152,3,부산 우편집중국,121,133,295,28,중부권 광역우편물류센터,153,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
111P10021,충북 보은군,111,87,1,청주 우편집중국,117,129,100,9,중부권 광역우편물류센터,136,0,295,0,부산 우편집중국,0,0,60,0,부산 수영구,0,0
111P10022,강원 철원군,111,55,1,의정부 우편집중국,115,127,261,21,중부권 광역우편물류센터,144,0,233,0,순천 집중과,0,0,84,0,전남 보성군,0,0
111P10023,대전 유성구,111,46,1,대전 우편집중국,114,126,53,6,중부권 광역우편물류센터,130,0,218,0,성남 우편집중국,0,0,60,0,경기 광명시,0,0
112P10001,전남 담양군,112,70,1,광주 우편집중국,117,129,199,15,중부권 광역우편물류센터,142,0,290,0,영암 우편집중국,0,0,45,0,전남 신안군,0,0
112P10002,경기 의정부시,112,68,3,의정부 우편집중국,117,129,261,19,중부권 광역우편물류센터,146,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
112P10003,서울 노원구,112,64,1,의정부 우편집중국,116,128,261,17,중부권 광역우편물류센터,145,0,100,0,청주 우편집중국,0,0,87,0,충북 보은군,0,0
112P10004,전남 구례군,112,128,1,광주 우편집중국,121,133,199,14,중부권 광역우편물류센터,146,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
112P10005,서울 중구,112,84,2,동서울 우편집중국,118,130,248,20,중부권 광역우편물류센터,147,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
112P10006,전남 순천시,112,36,1,순천 집중과,114,126,233,11,중부권 광역우편물류센터,142,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
112P10007,경북 예천군,112,44,1,안동 우편집중국,115,127,216,17,중부권 광역우편물류센터,141,0,251,0,창원 우편집중국,0,0,75,0,경남 창원시 성산구,0,0
112P10008,경기 의왕시,112,66,1,성남 우편집중국,116,128,218,31,중부권 광역우편물류센터,143,0,202,0,진주 우편집중국,0,0,169,0,전북 순창군,0,0
112P10009,경북 문경시,112,119,2,안동 우편집중국,120,132,216,16,중부권 광역우편물류센터,146,0,248,0,동서울 우편집중국,0,0,84,0,서울 중구,0,0
112P10010,서울 강동구,112,54,1,동서울 우편집중국,116,128,248,17,중부권 광역우편물류센터,145,0,218,0,성남 우편집중국,0,0,48,0,경기 과천시,0,0
112P10011,경기 여주시,112,75,1,원주 우편집중국,117,129,256,23,중부권 광역우편물류센터,146,0,233,0,순천 집중과,0,0,84,0,전남 보성군,0,0
112P10012,경북 청송군,112,90,1,안동 우편집중국,118,130,216,13,중부권 광역우편물류센터,144,0,295,0,부산 우편집중국,0,0,70,0,부산 사상구,0,0
112P10013,경기 가평군,112,213,2,동서울 우편집중국,126,138,248,28,중부권 광역우편물류센터,155,0,133,0,천안 우편집중국,0,0,30,0,충남 천안시 동남구,0,0
112P10014,경북 영천시,112,168,2,포항 우편집중국,123,135,271,9,중부권 광역우편물류센터,153,0,133,0,천안 우편집중국,0,0,175,0,전북 무주군,0,0
112P10015,부산 부산진구,112,70,1,부산 우편집중국,117,129,295,27,중부권 광역우편물류센터,149,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 북구,0,0
112P10016,경기 수원시 팔달구,112,69,1,수원 우편집중국,117,129,229,9,중부권 광역우편물류센터,144,0,229,0,수원 우편집중국,0,0,86,0,경기 오산시,0,0
112P10017,인천 미추홀구,112,61,1,부천 우편집중국,116,128,253,28,중부권 광역우편물류센터,145,0,253,0,부천 우편집중국,0,0,66,0,인천 옹진군,0,0
112P10018,충북 청주시 상당구,112,65,1,청주 우편집중국,116,128,100,8,중부권 광역우편물류센터,135,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
112P10019,충북 증평군,112,58,1,청주 우편집중국,116,128,100,8,중부권 광역우편물류센터,135,0,133,0,천안 우편집중국,0,0,135,0,충북 옥천군,0,0
112P10020,서울 관악구,112,56,1,성남 우편집중국,116,128,218,31,중부권 광역우편물류센터,143,0,218,0,성남 우편집중국,0,0,64,0,경기 용인시 처인구,0,0
112P10021,전남 장흥군,112,69,2,영암 우편집중국,117,129,290,16,중부권 광역우편물류센터,148,0,218,0,성남 우편집중국,0,0,56,0,경기 군포시,0,0
112P10022,서울 중랑구,112,48,1,의정부 우편집중국,115,127,261,21,중부권 광역우편물류센터,144,0,133,0,천안 우편집중국,0,0,30,0,충남 천안시 동남구,0,0
112P10023,대구 달성군,112,54,1,대구 우편집중국,116,128,192,19,중부권 광역우편물류센터,141,0,202,0,진주 우편집중국,0,0,102,0,경남 함양군,0,0
112P10024,전남 고흥군,112,58,1,순천 집중과,116,128,233,12,중부권 광역우편물류센터,144,0,218,0,성남 우편집중국,0,0,56,0,서울 금천구,0,0
112P10025,경남 밀양시,112,74,2,부산 우편집중국,117,129,295,27,중부권 광역우편물류센터,149,0,261,0,의정부 우편집중국,0,0,38,0,경기 양주시,0,0
113P10001,경기 고양시 덕양구,113,30,1,고양 우편집중국,115,127,268,18,중부권 광역우편물류센터,145,0,133,0,천안 우편집중국,0,0,128,0,충남 서산시,0,0
113P10002,충북 진천군,113,71,3,청주 우편집중국,118,130,100,10,중부권 광역우편물류센터,137,0,202,0,진주 우편집중국,0,0,190,0,전북 전주시 덕진구,0,0
113P10003,충북 괴산군,113,142,2,청주 우편집중국,122,134,100,10,중부권 광역우편물류센터,141,0,218,0,성남 우편집중국,0,0,64,0,경기 용인시 처인구,0,0
113P10004,경기 군포시,113,56,3,성남 우편집중국,117,129,218,32,중부권 광역우편물류센터,144,0,53,0,대전 우편집중국,0,0,116,0,충남 부여군,0,0
113P10005,서울 서대문구,113,42,1,고양 우편집중국,116,128,268,19,중부권 광역우편물류센터,146,0,218,0,성남 우편집중국,0,0,94,0,경기 이천시,0,0
113P10006,충북 단양군,113,98,2,원주 우편집중국,120,132,256,20,중부권 광역우편물류센터,149,0,268,0,고양 우편집중국,0,0,48,0,경기 파주시,0,0
113P10007,경남 창원시 마산합포구,113,30,1,창원 우편집중국,115,127,251,20,중부권 광역우편물류센터,144,0,256,0,원주 우편집중국,0,0,30,0,강원 원주시,0,0
113P10008,강원 강릉시,113,30,1,강릉 우편집중국,115,127,368,16,중부권 광역우편물류센터,152,0,218,0,성남 우편집중국,0,0,64,0,경기 용인시 처인구,0,0
113P10009,경기 안성시,113,114,1,수원 우편집중국,121,133,229,12,중부권 광역우편물류센터,148,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
113P10010,서울 은평구,113,39,1,고양 우편집중국,116,128,268,19,중부권 광역우편물류센터,146,0,251,0,창원 우편집중국,0,0,49,0,경남 함안군,0,0
113P10011,인천 남동구,113,61,1,부천 우편집중국,117,129,253,28,중부권 광역우편물류센터,146,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0,0
113P10012,충남 금산군,113,154,2,천안 우편집중국,123,135,133,14,중부권 광역우편물류센터,144,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0,0
114P10001,전북 고창군,114,234,1,진주 우편집중국,130,142,202,30,중부권 광역우편물류센터,155,0,199,0,광주 우편집중국,0,0,39,0,전남 장성군,0,0
114P10002,전북 전주시 완산구,114,214,3,진주 우편집중국,128,140,202,33,중부권 광역우편물류센터,153,0,133,0,천안 우편집중국,0,0,128,0,충남 태안군,0,0
114P10003,충북 청주시 청원구,114,30,1,청주 우편집중국,116,128,100,8,중부권 광역우편물류센터,135,0,318,0,울산 우편집중국,0,0,35,0,울산 울주군,0,0
114P10004,전남 강진군,114,50,1,영암 우편집중국,117,129,290,16,중부권 광역우편물류센터,148,0,256,0,원주 우편집중국,0,0,62,0,강원 영월군,0,0
114P10005,강원 강릉시,114,30,2,강릉 우편집중국,116,128,368,17,중부권 광역우편물류센터,153,0,251,0,창원 우편집중국,0,0,136,0,경남 거제시,0,0
114P10006,전북 전주시 완산구,114,214,3,진주 우편집중국,128,140,202,33,중부권 광역우편물류센터,153,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0,0
114P10007,경북 포항시 남구,114,30,1,포항 우편집중국,116,128,271,8,중부권 광역우편물류센터,146,0,261,0,의정부 우편집중국,0,0,52,0,경기 포천시,0,0
114P10008,울산 중구,114,30,1,울산 우편집중국,116,128,318,15,중부권 광역우편물류센터,149,0,271,0,포항 우편집중국,0,0,168,0,경북 영천시,0,0
114P10009,경북 영주시,114,57,1,안동 우편집중국,118,130,216,13,중부권 광역우편물류센터,144,0,261,0,의정부 우편집중국,0,0,64,0,서울 노원구,0,0
114P10010,부산 서구,114,70,1,부산 우편집중국,119,131,295,28,중부권 광역우편물류센터,151,0,202,0,진주 우편집중국,0,0,190,0,전북 전주시 덕진구,0,0
114P10011,경기 광명시,114,60,1,성남 우편집중국,118,130,218,32,중부권 광역우편물류센터,145,0,216,0,안동 우편집중국,0,0,57,0,경북 봉화군,0,0
114P10012,경기 양주시,114,38,1,의정부 우편집중국,117,129,261,19,중부권 광역우편물류센터,146,0,202,0,진주 우편집중국,0,0,124,0,경남 거창군,0,0
114P10013,전북 익산시,114,200,4,진주 우편집중국,127,139,202,30,중부권 광역우편물류센터,152,0,53,0,대전 우편집중국,0,0,57,0,대전 중구,0,0
114P10014,강원 화천군,114,108,1,원주 우편집중국,121,133,256,22,중부권 광역우편물류센터,150,0,368,0,강릉 우편집중국,0,0,97,0,강원 속초시,0,0
114P10015,강원 인제군,114,150,1,원주 우편집중국,124,136,256,22,중부권 광역우편물류센터,153,0,256,0,원주 우편집중국,0,0,124,0,강원 정선군,0,0
114P10016,강원 삼척시,114,82,2,강릉 우편집중국,119,131,368,17,중부권 광역우편물류센터,156,0,318,0,울산 우편집중국,0,0,30,0,울산 북구,0,0
114P10017,충남 청양군,114,102,2,대전 우편집중국,121,133,53,6,중부권 광역우편물류센터,137,0,295,0,부산 우편집중국,0,0,70,0,부산 부산진구,0,0
114P10018,경남 진주시,114,34,1,진주 우편집중국,116,128,202,32,중부권 광역우편물류센터,141,0,251,0,창원 우편집중국,0,0,136,0,경남 통영시,0,0
114P10019,경남 거제시,114,136,1,창원 우편집중국,123,135,251,15,중부권 광역우편물류센터,152,0,202,0,진주 우편집중국,0,0,270,0,전북 부안군,0,0
114P10020,서울 중구,114,84,2,동서울 우편집중국,120,132,248,24,중부권 광역우편물류센터,149,0,248,0,동서울 우편집중국,0,0,58,0,서울 송파구,0,0
114P10021,경남 창원시 의창구,114,35,1,창원 우편집중국,116,128,251,21,중부권 광역우편물류센터,145,0,229,0,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0,0
114P10022,서울 종로구,114,84,1,동서울 우편집중국,120,132,248,24,중부권 광역우편물류센터,149,0,218,0,성남 우편집중국,0,0,56,0,서울 관악구,0,0
114P10023,충남 당진시,114,109,2,천안 우편집중국,121,133,133,13,중부권 광역우편물류센터,142,0,248,0,동서울 우편집중국,0,0,30,0,서울 광진구,0,0
114P10024,충남 서산시,114,128,1,천안 우편집중국,123,135,133,14,중부권 광역우편물류센터,144,0,253,0,부천 우편집중국,0,0,61,0,인천 미추홀구,0,0
114P10025,대전 동구,114,57,1,대전 우편집중국,118,130,53,2,중부권 광역우편물류센터,134,0,229,0,수원 우편집중국,0,0,114,0,경기 안성시,0,0
114P10026,전북 익산시,114,200,4,진주 우편집중국,127,139,202,30,중부권 광역우편물류센터,152,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
114P10027,충남 청양군,114,102,2,대전 우편집중국,121,133,53,6,중부권 광역우편물류센터,137,0,253,0,부천 우편집중국,0,0,36,0,인천 계양구,0,0
114P10028,경기 군포시,114,56,3,성남 우편집중국,118,130,218,32,중부권 광역우편물류센터,145,0,256,0,원주 우편집중국,0,0,75,0,경기 여주시,0,0
114P10029,서울 구로구,114,88,2,성남 우편집중국,120,132,218,32,중부권 광역우편물류센터,147,0,253,0,부천 우편집중국,0,0,61,0,인천 남동구,0,0
114P10030,부산 동래구,114,60,1,부산 우편집중국,118,130,295,26,중부권 광역우편물류센터,150,0,202,0,진주 우편집중국,0,0,270,0,전북 부안군,0,0
114P10031,서울 노원구,114,64,2,의정부 우편집중국,118,130,261,20,중부권 광역우편물류센터,147,0,133,0,천안 우편집중국,0,0,45,0,충남 아산시,0,0
114P10032,전남 나주시,114,140,1,광주 우편집중국,123,135,199,15,중부권 광역우편물류센터,148,0,318,0,울산 우편집중국,0,0,35,0,울산 울주군,0,0
114P10033,경남 거창군,114,124,2,진주 우편집중국,122,134,202,33,중부권 광역우편물류센터,147,0,290,0,영암 우편집중국,0,0,50,0,전남 강진군,0,0
114P10034,경남 밀양시,114,74,2,부산 우편집중국,119,131,295,28,중부권 광역우편물류센터,151,0,218,0,성남 우편집중국,0,0,72,0,경기 광주시,0,0
114P10035,경남 통영시,114,136,1,창원 우편집중국,123,135,251,15,중부권 광역우편물류센터,152,0,248,0,동서울 우편집중국,0,0,84,0,서울 종로구,0,0
114P10036,경남 사천시,114,42,1,진주 우편집중국,117,129,202,35,중부권 광역우편물류센터,142,0,368,0,강릉 우편집중국,0,0,97,0,강원 고성군,0,0
114P10037,경기 의정부시,114,68,3,의정부 우편집중국,119,131,261,26,중부권 광역우편물류센터,148,0,290,0,영암 우편집중국,0,0,30,0,전남 진도군,0,0
114P10038,인천 옹진군,114,66,1,부천 우편집중국,118,130,253,25,중부권 광역우편물류센터,147,0,290,0,영암 우편집중국,0,0,50,0,전남 해남군,0,0
114P10039,부산 북구,114,35,1,부산 우편집중국,116,128,295,27,중부권 광역우편물류센터,148,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
115P10001,서울 도봉구,115,64,1,의정부 우편집중국,119,131,261,26,중부권 광역우편물류센터,148,0,192,0,대구 우편집중국,0,0,30,0,대구 북구,0,0
115P10002,충북 청주시 서원구,115,30,1,청주 우편집중국,117,129,100,9,중부권 광역우편물류센터,136,0,295,0,부산 우편집중국,0,0,60,0,부산 수영구,0,0
115P10003,충남 부여군,115,116,2,대전 우편집중국,123,135,53,10,중부권 광역우편물류센터,139,0,202,0,진주 우편집중국,0,0,124,0,경남 거창군,0,0
115P10004,경기 성남시 중원구,115,43,1,성남 우편집중국,118,130,218,32,중부권 광역우편물류센터,145,0,295,0,부산 우편집중국,0,0,152,0,부산 해운대구,0,0
115P10005,대전 중구,115,57,1,대전 우편집중국,119,131,53,3,중부권 광역우편물류센터,135,0,251,0,창원 우편집중국,0,0,80,0,경남 창원시 진해구,0,0
115P10006,충남 공주시,115,76,1,대전 우편집중국,120,132,53,4,중부권 광역우편물류센터,136,0,100,0,청주 우편집중국,0,0,71,0,충북 진천군,0,0
115P10007,경남 진주시,115,34,2,진주 우편집중국,117,129,202,35,중부권 광역우편물류센터,142,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 만안구,0,0
