택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10179,충남 아산시,1,45,2,천안 우편집중국,3,15,133,6,중부권 광역우편물류센터,22,34,140,1,충북 진천군,41
001P10180,경북 영덕군,1,30,1,포항 우편집중국,3,15,271,6,중부권 광역우편물류센터,29,41,210,6,경기 의왕시,51
001P10181,부산 연제구,1,60,4,부산 우편집중국,4,16,295,20,중부권 광역우편물류센터,31,43,216,7,경북 안동시,54
001P10182,부산 서구,1,70,3,부산 우편집중국,5,17,295,41,중부권 광역우편물류센터,32,44,214,4,경북 의성군,55
001P10183,전북 정읍시,1,244,3,진주 우편집중국,13,25,202,130,중부권 광역우편물류센터,35,47,196,11,전남 구례군,57
001P10184,충북 청주시 청원구,1,30,2,청주 우편집중국,3,15,100,4,중부권 광역우편물류센터,20,32,318,1,울산 남구,48
001P10185,광주 광산구,1,202,3,광주 우편집중국,11,23,199,66,중부권 광역우편물류센터,33,45,287,9,광주 서구,59
001P10186,경북 안동시,1,30,2,안동 우편집중국,3,15,216,3,중부권 광역우편물류센터,26,38,161,2,충남 태안군,46
001P10187,서울 마포구,1,42,1,고양 우편집중국,3,15,268,12,중부권 광역우편물류센터,28,40,308,1,부산 부산진구,55
001P10188,부산 사하구,1,70,2,부산 우편집중국,5,17,295,41,중부권 광역우편물류센터,32,44,333,3,경기 가평군,61
001P10189,서울 구로구,1,88,1,성남 우편집중국,5,17,218,46,중부권 광역우편물류센터,28,40,242,1,경남 통영시,52
001P10190,경남 거창군,1,124,2,진주 우편집중국,7,19,202,18,중부권 광역우편물류센터,29,41,231,3,강원 영월군,53
001P10191,강원 양구군,1,108,3,원주 우편집중국,6,18,256,29,중부권 광역우편물류센터,31,43,207,6,전남 담양군,53
001P10192,충북 영동군,1,164,2,천안 우편집중국,9,21,133,49,중부권 광역우편물류센터,28,40,231,2,충북 제천시,52
001P10193,충남 태안군,1,128,3,천안 우편집중국,7,19,133,26,중부권 광역우편물류센터,26,38,154,1,경기 평택시,46
001P10194,대구 서구,1,43,2,대구 우편집중국,3,15,192,12,중부권 광역우편물류센터,25,37,71,1,전북 무주군,41
001P10195,경기 수원시 영통구,1,30,3,수원 우편집중국,3,15,229,3,중부권 광역우편물류센터,26,38,287,3,광주 서구,52
001P10196,부산 사상구,1,70,2,부산 우편집중국,5,17,295,41,중부권 광역우편물류센터,32,44,287,7,광주 서구,58
001P10197,경남 의령군,1,53,1,진주 우편집중국,4,16,202,2,중부권 광역우편물류센터,26,38,199,1,전북 부안군,48
001P10198,경기 포천시,1,52,1,의정부 우편집중국,4,16,261,16,중부권 광역우편물류센터,29,41,286,3,강원 철원군,55
001P10199,대구 남구,1,43,2,대구 우편집중국,3,15,192,12,중부권 광역우편물류센터,25,37,216,1,경남 창녕군,48
001P10200,대전 동구,1,57,1,대전 우편집중국,4,16,53,17,중부권 광역우편물류센터,19,31,176,1,전북 남원시,40
001P10201,경기 광명시,1,60,4,성남 우편집중국,4,16,218,19,중부권 광역우편물류센터,27,39,317,3,강원 춘천시,55
